signal_cycle,phase,follower_id,leader_id,follower_type,leader_type,min_TTC_s,max_DRAC_mps2,mean_TTC_s,interaction_duration_s,n_timesteps,critical_TTC,critical_DRAC,is_critical
1,GREEN,124,109,car,truck,19.062577755660616,0.0210831926904878,19.062577755660616,0.0,1,False,False,False
1,GREEN,124,121,car,car,2.5063187676831187,0.3172980269924491,2.6225765617556696,0.2,2,False,False,False
1,GREEN,127,7,car,car,6.124183768656716,0.2800699758191961,6.124183768656716,0.0,1,False,False,False
1,GREEN,127,7,truck,car,3.8600358836800313,0.7291771591813818,3.8600358836800313,0.0,1,False,False,False
1,GREEN,127,130,truck,car,3.3855334538878847,0.3266841149449844,7.472433612597857,1.8,4,False,False,False
1,GREEN,127,139,truck,car,5.005160421808391,0.044524047426932,5.005160421808391,0.0,1,False,False,False
1,GREEN,128,7,car,car,3.4075650830727504,0.7789433027076628,8.129796722426294,1.6,9,False,False,False
1,GREEN,128,22,car,car,4.179990677077264,0.4105750784114194,7.5281620714984125,1.4,8,False,False,False
1,GREEN,128,109,car,truck,7.361893322656702,0.1526713239026394,7.361893322656702,0.0,1,False,False,False
1,GREEN,128,121,car,car,1.677252124645893,1.052316449068522,1.8692503084025605,0.2,2,False,False,False
1,GREEN,131,7,car,car,6.66172177824568,0.1568438362904964,6.66172177824568,0.0,1,False,False,False
1,GREEN,131,22,car,car,5.651174812030075,0.1882794348769718,5.651174812030075,0.0,1,False,False,False
1,GREEN,132,7,truck,car,1.239238811497593,1.4163129686673868,1.239238811497593,0.0,1,True,False,True
1,GREEN,132,22,truck,car,0.6911450163981179,2.5367324633794097,0.6911450163981179,0.0,1,True,False,True
1,GREEN,133,129,car,truck,1.9836227960113584,0.7634011884945734,6.505151357623355,1.0,6,False,False,False
1,GREEN,133,134,car,motorcycle,5.689223481644392,0.2077963721787742,9.847619201544127,0.6,4,False,False,False
1,GREEN,133,139,car,car,1.2476434628278448,1.0161156113675158,1.550675429498115,0.6,4,True,False,True
1,GREEN,137,125,car,car,2.583214980800589,0.735943393844368,2.583214980800589,0.0,1,False,False,False
1,GREEN,137,132,car,truck,3.621923287847995,0.4279356233745412,3.621923287847995,0.0,1,False,False,False
1,GREEN,138,129,car,truck,6.004321521175454,0.0770778177630631,9.117467797790773,0.2,2,False,False,False
1,GREEN,138,134,car,motorcycle,10.470334493718784,0.0631020909977955,20.30250962267152,0.4,3,False,False,False
1,GREEN,138,139,car,car,1.100531349628055,0.4275207609115488,3.234499305480585,1.2,7,True,False,True
1,GREEN,140,129,truck,truck,5.969896317483016,0.117129337397741,5.969896317483016,0.0,1,False,False,False
1,GREEN,140,131,car,car,0.164088477663727,6.323113083700439,0.164088477663727,0.0,1,True,True,True
1,GREEN,140,131,truck,car,0.2180502207938125,8.775730623127622,0.2701896489454758,0.2,2,True,True,True
1,GREEN,140,139,truck,car,1.8012397300469485,0.756812087397422,1.8012397300469485,0.0,1,False,False,False
1,GREEN,142,7,car,car,4.569348535945613,0.4088328971415182,5.181528433474393,0.4,3,False,False,False
1,GREEN,142,22,car,car,4.037310656391178,0.4660280469181959,4.707302494557563,0.2,2,False,False,False
1,GREEN,142,130,truck,car,15.377927749106789,0.0163806205952964,15.377927749106789,0.0,1,False,False,False
