timestamp_s,follower_id,leader_id,follower_type,leader_type,xs,ys,xl,yl,Lx_m,Ly_m,v_follower_mps,v_leader_mps,leader_length_m,a_follower_mps2,a_leader_mps2,leader_rank
533.033,2336,2341,motorcycle,motorcycle,5.023,9.605,19.003,9.2445,11.98,-0.4395,7.2593,3.754,2.0,-31.5896,5.3099,2
533.033,2345,2341,car,motorcycle,18.2785,8.7014,19.003,9.2445,-1.2755,-0.7569,1.7301,3.754,2.0,-98.5521,5.3099,1
533.233,2341,2344,motorcycle,motorcycle,18.1655,9.292,22.1715,9.3495,2.006,-0.7425,4.5433,0.9128,2.0,2.5775,-1.2692,1
533.233,2345,2341,car,motorcycle,17.3215,8.6872,18.1655,9.292,-1.156,-0.6952,7.9524,4.5433,2.0,-1.8026,2.5775,1
533.233,2345,2344,car,motorcycle,17.3215,8.6872,22.1715,9.3495,2.85,-0.6377,7.9524,0.9128,2.0,-1.8026,-1.2692,2
533.433,2345,2341,car,motorcycle,16.4365,8.687,17.2705,9.3535,-1.166,-0.6335,2.4508,4.1164,2.0,102.1913,-6.7663,1
533.633,2341,2345,motorcycle,car,16.418,9.4425,17.666,8.718,-3.252,-0.5755,5.3097,3.3276,4.5,18.9206,-93.348,1
533.767,2349,2343,car,motorcycle,24.3665,8.6735,26.7545,9.994,0.388,0.0205,3.7341,0.3097,2.0,-15.5175,4.3445,1
533.833,2341,2345,motorcycle,car,15.101,9.4335,17.2515,8.749,-2.3495,-0.6155,7.2394,3.5163,4.5,0.2275,-25.1162,1
533.933,2321,2337,truck,car,10.819,9.143,11.871,8.3365,-3.448,-1.3435,7.4845,4.2991,4.5,16.7104,13.0721,1
534.033,2341,2345,motorcycle,car,13.666,9.423,16.8155,8.7606,-1.3505,-0.6376,7.0534,2.0223,4.5,-1.5678,10.1891,1
534.133,2321,2337,bus,car,9.041,8.757,10.7655,8.075,-2.7755,-1.468,10.5405,7.1355,4.5,12.6493,15.2849,1
534.233,2341,2345,motorcycle,car,12.107,9.597,16.3038,8.7544,-0.3032,-0.4574,9.5595,2.6131,4.5,26.5153,-4.2862,1
534.433,2341,2345,motorcycle,car,9.8575,9.676,15.792,8.7494,1.4345,-0.3734,11.9825,2.8792,4.5,-2.535,6.9491,1
534.633,2341,2345,motorcycle,car,7.4455,9.719,15.1333,8.7504,3.1878,-0.3314,12.4749,3.4269,4.5,7.4706,-1.4728,1
534.733,2344,2353,bicycle,motorcycle,20.4825,9.6215,29.4817,10.2854,6.9992,-0.0361,3.3968,0.6714,2.0,9.1429,-0.8719,1
534.833,2341,2345,motorcycle,car,4.7365,9.836,14.4188,8.7527,5.1823,-0.2167,14.9794,4.0126,4.5,17.5987,7.3408,1
536.0,2362,2349,car,car,18.958,8.5585,20.6785,8.436,-2.7795,-1.6775,1.055,0.7836,4.5,-3.5245,-3.6442,1
536.2,2362,2349,car,car,18.6315,8.604,20.3805,8.431,-2.751,-1.627,2.5453,3.2688,4.5,5.6228,28.4977,1
536.5,2361,2349,motorcycle,car,7.7865,9.6275,18.9825,8.428,6.696,-0.1005,10.9482,3.1677,4.5,8.0959,-29.1714,1
536.7,2361,2349,motorcycle,car,5.329,9.7995,18.761,8.43,8.932,0.0695,14.2547,0.1145,4.5,25.0208,3.3455,1
536.967,2365,2360,car,truck,11.2585,8.4525,21.2421,8.6871,1.9836,-1.9154,9.9499,2.5479,8.0,-42.0072,2.2516,1
537.167,2365,2360,car,car,9.853,8.612,20.6807,8.6983,6.3277,-1.7137,5.529,3.1012,4.5,-2.1704,3.2746,1
537.233,2362,2367,truck,car,15.271,8.867,16.3455,8.365,-3.4255,-1.648,3.836,1.6852,4.5,-4.7485,4.2063,1
537.367,2365,2360,car,car,8.5275,8.6485,20.0195,8.7124,6.992,-1.7361,9.045,3.3908,4.5,37.2644,-0.379,1
537.433,2362,2367,truck,car,14.445,8.9245,15.786,8.3995,-3.159,-1.625,5.2205,4.6159,4.5,18.587,25.1244,1
537.567,2365,2360,car,car,6.2195,8.7245,19.359,8.7287,8.6395,-1.7958,12.8219,3.1673,4.5,0.4979,-1.856,1
537.633,2362,2367,truck,car,13.1405,9.0725,14.645,8.409,-2.9955,-1.4865,7.3932,5.369,4.5,3.1164,-17.6326,1
537.767,2365,2360,car,truck,3.8915,8.7985,18.6705,8.7421,6.779,-2.0936,9.2445,4.1797,8.0,-36.2632,11.9795,1
537.833,2362,2367,truck,car,11.7405,9.1815,13.669,8.414,-2.5715,-1.3825,6.0583,5.6656,4.5,-14.7076,20.6017,1
537.833,2362,2370,truck,motorcycle,11.7405,9.1815,22.191,9.2675,8.4505,-1.564,6.0583,2.4094,2.0,-14.7076,-22.0581,2
537.833,2367,2370,car,motorcycle,13.669,8.414,22.191,9.2675,6.522,-0.4465,5.6656,2.4094,2.0,20.6017,-22.0581,1
538.033,2362,2370,truck,motorcycle,10.4815,8.9285,21.901,9.14,9.4195,-1.4385,8.4989,2.6684,2.0,37.7573,10.4567,1
538.067,2367,2372,car,motorcycle,11.371,8.3805,19.4765,8.9665,6.1055,-0.714,15.7236,6.5512,2.0,65.3639,-9.1617,1
538.2,2374,2373,car,motorcycle,19.443,8.5299,23.834,9.1985,2.391,-0.6314,1.1562,1.436,2.0,-1.6667,0.3986,1
538.233,2362,2370,truck,motorcycle,8.259,8.7885,21.2655,9.3475,11.0065,-1.091,12.654,3.6256,2.0,3.6296,-0.9424,1
538.267,2375,2372,car,motorcycle,8.9355,8.3114,18.3085,9.158,7.373,-0.4534,11.9625,5.5832,2.0,-14.0384,-1.8805,1
538.4,2374,2373,car,motorcycle,19.2145,8.5196,23.4945,9.122,2.28,-0.6976,1.2851,2.2065,2.0,2.9511,3.167,1
538.433,2362,2370,truck,motorcycle,5.8965,9.055,20.629,9.4525,12.7325,-1.2525,10.1363,2.5042,2.0,-27.2061,-10.7097,1
538.6,2374,2373,car,motorcycle,18.868,8.5061,23.037,9.1925,2.169,-0.6136,2.3363,2.2036,2.0,7.5624,-3.4358,1
538.833,2370,2377,motorcycle,car,19.227,9.4355,23.5005,8.643,-0.2265,-0.5075,4.6615,9.9993,4.5,-8.563,-50.9749,1
538.833,2370,2373,motorcycle,motorcycle,19.227,9.4355,22.445,9.241,1.218,-0.6055,4.6615,3.6894,2.0,-8.563,16.5633,2
538.833,2373,2377,motorcycle,car,22.445,9.241,23.5005,8.643,-3.4445,-0.702,3.6894,9.9993,4.5,16.5633,-50.9749,1
539.033,2370,2377,motorcycle,car,18.4105,9.466,22.3265,8.6625,-0.584,-0.4965,3.796,2.7137,4.5,-0.1165,-21.8884,1
539.033,2370,2373,motorcycle,motorcycle,18.4105,9.466,21.571,9.18,1.1605,-0.514,3.796,4.1006,2.0,-0.1165,-12.5245,2
539.033,2373,2377,motorcycle,car,21.571,9.18,22.3265,8.6625,-3.7445,-0.7825,4.1006,2.7137,4.5,-12.5245,-21.8884,1
539.233,2370,2377,motorcycle,car,17.4925,9.528,22.0295,8.647,0.037,-0.419,6.2457,1.2227,4.5,25.0039,7.0543,1
539.333,2373,2378,motorcycle,car,20.354,9.1495,23.5708,8.5634,-1.2832,-0.7139,5.8452,0.0294,4.5,24.1049,-0.1233,1
539.5,2349,2377,car,car,13.5245,8.386,21.5855,8.6785,3.561,-1.5075,2.8874,1.6071,4.5,40.6058,-4.211,1
539.533,2373,2378,motorcycle,car,18.924,9.13,23.5669,8.5578,0.1429,-0.7278,7.3683,0.0565,4.5,-8.5261,0.428,1
539.733,2373,2378,motorcycle,car,17.642,9.2615,23.5565,8.5512,1.4145,-0.5897,5.4259,0.0289,4.5,-11.2737,-0.7155,1
539.8,2375,2374,motorcycle,car,2.185,8.7653,16.2556,8.4605,9.5706,-0.9952,0.0758,2.7593,4.5,-1.4658,3.1025,1
539.933,2373,2378,motorcycle,car,16.467,9.3395,23.5544,8.5555,2.5874,-0.516,7.9357,0.0622,4.5,36.2557,0.6255,1
540.0,2375,2374,motorcycle,car,2.1883,8.7641,15.6477,8.4325,8.9594,-0.9684,0.0545,3.2918,4.5,-0.1696,2.1187,1
540.133,2349,2373,car,motorcycle,8.794,8.2605,14.375,9.3935,3.581,-0.167,3.7864,11.9145,2.0,-37.8166,3.8803,1
540.133,2349,2378,car,car,8.794,8.2605,23.537,8.5653,10.243,-1.4952,3.7864,0.1133,4.5,-37.8166,-0.1341,2
540.133,2373,2378,motorcycle,car,14.375,9.3935,23.537,8.5653,4.662,-0.4718,11.9145,0.1133,4.5,3.8803,-0.1341,1
540.133,2373,2353,motorcycle,motorcycle,14.375,9.3935,29.9899,10.2898,13.6149,0.0963,11.9145,0.1289,2.0,3.8803,0.0339,2
540.333,2349,2373,car,motorcycle,8.958,8.2775,12.0305,9.2995,1.0725,-0.278,6.2582,10.9748,2.0,62.6175,-13.0602,1
540.333,2349,2378,car,car,8.958,8.2775,23.5091,8.5678,10.0511,-1.5097,6.2582,0.203,4.5,62.6175,0.9823,2
540.333,2373,2378,motorcycle,car,12.0305,9.2995,23.5091,8.5678,6.9786,-0.5683,10.9748,0.203,4.5,-13.0602,0.9823,1
540.5,2375,2377,motorcycle,car,2.1902,8.7592,18.7915,8.7485,12.1013,-1.2893,0.0558,4.9337,4.5,0.2609,21.4842,1
540.533,2373,2378,motorcycle,car,9.743,9.4205,23.4465,8.5751,9.2035,-0.4546,13.6846,0.4412,4.5,39.7135,1.4022,1
540.733,2373,2378,motorcycle,car,5.8555,9.3415,23.3387,8.5817,12.9832,-0.5402,27.0489,0.5966,4.5,94.4009,0.1472,1
541.367,2385,2380,car,car,15.6671,8.5491,24.658,8.7093,4.4909,-1.6398,1.6527,0.2766,4.5,-2.1562,0.0565,1
541.567,2385,2380,car,car,15.3624,8.5313,24.5954,8.7276,4.733,-1.6037,1.489,0.4229,4.5,0.5102,1.4445,1
541.7,2377,2387,car,car,5.98,8.6195,7.85,8.2315,-2.63,-1.412,16.0715,0.7045,4.5,-33.6788,-52.1182,1
541.733,2378,2353,car,motorcycle,22.6116,8.5999,28.2363,9.9282,3.6247,0.0283,0.7625,1.558,2.0,-0.2263,-0.0135,1
541.767,2385,2380,car,car,15.0381,8.5027,24.4937,8.7397,4.9556,-1.563,1.8543,0.5454,4.5,3.1428,-0.2338,1
541.933,2378,2353,car,motorcycle,22.4516,8.5935,27.9419,9.8288,3.4903,-0.0647,0.8999,1.546,2.0,1.6007,-0.105,1
541.933,2387,2378,car,car,8.622,8.2255,22.4516,8.5935,9.3296,-1.432,5.0747,0.8999,4.5,-4.0496,1.6007,1
541.967,2375,2385,bicycle,car,2.0323,8.701,14.6261,8.472,8.0938,-0.971,0.0678,2.1739,4.5,-0.0775,0.0525,1
541.967,2375,2389,bicycle,motorcycle,2.0323,8.701,12.678,9.08,8.6457,-0.321,0.0678,5.4728,2.0,-0.0775,0.8936,2
541.967,2375,2380,bicycle,car,2.0323,8.701,24.3788,8.7426,17.8465,-1.1584,0.0678,0.6567,4.5,-0.0775,1.3441,3
541.967,2385,2380,car,car,14.6261,8.472,24.3788,8.7426,5.2527,-1.5294,2.1739,0.6567,4.5,0.0525,1.3441,1
541.967,2389,2385,motorcycle,car,12.678,9.08,14.6261,8.472,-2.5519,-0.692,5.4728,2.1739,4.5,0.8936,0.0525,1
541.967,2389,2380,motorcycle,car,12.678,9.08,24.3788,8.7426,7.2008,-0.9626,5.4728,0.6567,4.5,0.8936,1.3441,2
542.133,2387,2378,car,car,9.2265,8.2455,22.2468,8.5848,8.5203,-1.4607,0.6799,1.1154,4.5,52.963,0.556,1
542.167,2375,2389,bicycle,motorcycle,2.0312,8.6875,11.5575,9.0445,7.5263,-0.343,0.0726,5.7844,2.0,0.0591,2.1344,1
542.167,2375,2385,bicycle,car,2.0312,8.6875,14.1973,8.449,7.6661,-0.9615,0.0726,2.0893,4.5,0.0591,-0.8906,2
542.167,2375,2380,bicycle,car,2.0312,8.6875,24.2048,8.741,17.6736,-1.1465,0.0726,1.1625,4.5,0.0591,3.7179,3
542.167,2385,2380,car,car,14.1973,8.449,24.2048,8.741,5.5075,-1.508,2.0893,1.1625,4.5,-0.8906,3.7179,1
542.167,2389,2385,motorcycle,car,11.5575,9.0445,14.1973,8.449,-1.8602,-0.7045,5.7844,2.0893,4.5,2.1344,-0.8906,1
542.167,2389,2380,motorcycle,car,11.5575,9.0445,24.2048,8.741,8.1473,-0.9965,5.7844,1.1625,4.5,2.1344,3.7179,2
542.267,2392,2384,bus,truck,2.1596,7.2364,18.9838,8.2837,8.8242,-1.4527,3.1424,0.6311,8.0,8.2588,-0.1006,1
542.333,2387,2378,car,car,8.7185,8.2545,22.0219,8.5827,8.8034,-1.4718,0.9278,1.0872,4.5,-50.892,-0.8337,1
542.367,2375,2389,motorcycle,motorcycle,2.0304,8.674,10.353,9.0965,6.3226,-0.3775,0.0526,6.3016,2.0,-0.2486,3.001,1
542.367,2375,2385,motorcycle,car,2.0304,8.674,13.7635,8.4455,7.2331,-1.0715,0.0526,2.4177,4.5,-0.2486,4.1678,2
542.367,2375,2380,motorcycle,car,2.0304,8.674,23.8913,8.7509,17.3609,-1.2231,0.0526,2.0095,4.5,-0.2486,4.7527,3
542.367,2385,2380,car,car,13.7635,8.4455,23.8913,8.7509,5.6278,-1.4946,2.4177,2.0095,4.5,4.1678,4.7527,1
542.367,2389,2385,motorcycle,car,10.353,9.0965,13.7635,8.4455,-1.0895,-0.649,6.3016,2.4177,4.5,3.001,4.1678,1
542.367,2389,2380,motorcycle,car,10.353,9.0965,23.8913,8.7509,9.0383,-0.9544,6.3016,2.0095,4.5,3.001,4.7527,2
542.467,2392,2384,bus,truck,2.9014,7.1986,18.8657,8.2481,7.9643,-1.4505,4.0286,0.5926,8.0,0.567,-0.4087,1
542.567,2385,2380,car,car,13.2428,8.4535,23.4343,8.7784,5.6915,-1.4751,2.5599,2.3727,4.5,-2.7477,-1.1226,1
542.567,2389,2385,motorcycle,car,8.869,9.196,13.2428,8.4535,-0.1262,-0.5575,9.4068,2.5599,4.5,28.0499,-2.7477,1
542.567,2389,2380,motorcycle,car,8.869,9.196,23.4343,8.7784,10.0653,-0.8824,9.4068,2.3727,4.5,28.0499,-1.1226,2
542.667,2392,2384,bus,truck,3.6655,7.1555,18.7505,8.22,7.085,-1.4355,3.3676,0.6427,8.0,-7.1547,1.001,1
542.767,2385,2380,car,car,12.722,8.4606,22.9632,8.8065,5.7412,-1.4541,2.9671,2.4459,4.5,6.8197,1.8586,1
542.767,2389,2385,motorcycle,car,6.2665,9.3845,12.722,8.4606,1.9555,-0.3761,17.5212,2.9671,4.5,53.0935,6.8197,1
542.767,2389,2380,motorcycle,car,6.2665,9.3845,22.9632,8.8065,12.1967,-0.722,17.5212,2.4459,4.5,53.0935,1.8586,2
542.867,2392,2384,bus,truck,4.254,7.1454,18.6124,8.2235,6.3584,-1.4219,2.808,0.6899,8.0,1.5555,-0.559,1
543.067,2392,2384,bus,truck,4.8425,7.12,18.4727,8.2485,5.6302,-1.3715,3.0636,0.8036,8.0,1.0115,1.6928,1
543.167,2375,2385,bicycle,car,2.0145,8.6755,11.3188,8.4633,4.8043,-0.9878,0.0052,3.5351,4.5,0.0,-0.8937,1
543.267,2392,2384,bus,truck,5.4518,7.1133,18.2909,8.261,4.8391,-1.3523,2.9113,0.9576,8.0,-2.5128,-0.1656,1
543.367,2375,2385,bicycle,car,2.0152,8.672,10.599,8.457,4.0838,-0.985,0.0394,3.8158,4.5,0.2415,3.7007,1
543.467,2392,2384,bus,truck,5.9854,7.0773,18.1005,8.256,4.1151,-1.3213,2.4476,0.9574,8.0,-2.1616,0.1476,1
543.567,2375,2385,bicycle,car,2.0207,8.6599,9.7695,8.4562,3.2488,-0.9963,0.0982,4.4409,4.5,0.3749,2.5494,1
543.667,2392,2384,bus,truck,6.4579,7.0578,17.909,8.2452,3.4511,-1.3126,2.4129,0.9508,8.0,1.8179,-0.1603,1
543.767,2375,2385,motorcycle,car,2.0331,8.6439,8.8582,8.4563,2.3251,-1.1124,0.0684,4.5321,4.5,-0.6852,-1.6371,1
543.867,2392,2384,bus,truck,6.9733,7.018,17.7163,8.2152,2.743,-1.3028,2.7464,1.038,8.0,1.5228,1.0377,1
544.0,2378,2390,car,motorcycle,18.8645,9.082,29.8452,10.2914,8.9807,-0.0906,6.4133,0.2399,2.0,13.1467,-0.2165,1
544.067,2392,2384,bus,truck,7.5174,6.9971,17.5032,8.2035,1.9858,-1.2936,2.5203,1.0197,8.0,-3.7836,-1.2707,1
544.267,2392,2384,bus,truck,7.9715,6.9803,17.2869,8.194,1.3154,-1.2863,2.1713,1.3362,8.0,0.6589,4.4368,1
544.367,2385,2396,car,car,5.4533,8.3998,11.8695,8.3775,1.9162,-1.7777,7.4473,0.5922,4.5,-0.0,-10.6923,1
544.467,2392,2384,bus,truck,8.4065,7.059,17.001,8.1753,0.5945,-1.3837,2.2033,1.1812,8.0,-0.6952,-5.9868,1
544.567,2385,2396,car,car,4.042,8.331,11.8215,8.3865,3.2795,-1.7445,6.3025,0.6639,4.5,-11.3932,1.1409,1
544.567,2385,2397,car,car,4.042,8.331,20.777,8.791,12.235,-1.34,6.3025,7.3875,4.5,-11.3932,-61.0417,2
544.567,2396,2397,car,car,11.8215,8.3865,20.777,8.791,4.4555,-1.3955,0.6639,7.3875,4.5,1.1409,-61.0417,1
544.667,2392,2384,bus,truck,8.8399,7.1349,16.6535,8.1648,-0.1864,-1.4701,2.2601,3.4516,8.0,1.2351,28.6899,1
544.767,2380,2397,car,car,18.0257,8.8125,20.2915,8.7855,-2.2342,-1.773,0.6573,1.389,4.5,-3.5115,26.7078,1
544.767,2396,2380,car,car,11.7385,8.3485,18.0257,8.8125,1.7872,-1.336,0.176,0.6573,4.5,5.1373,-3.5115,1
544.767,2396,2397,car,car,11.7385,8.3485,20.2915,8.7855,4.053,-1.363,0.176,1.389,4.5,5.1373,26.7078,2
544.867,2384,2398,truck,motorcycle,15.904,8.1625,21.7995,9.2415,3.8955,-0.571,1.4786,59.2912,2.0,-48.0154,-100.4588,1
544.867,2392,2384,bus,truck,9.3023,7.2185,15.904,8.1625,-1.3983,-1.556,2.4048,1.4786,8.0,0.2182,-48.0154,1
544.967,2396,2380,car,car,11.741,8.342,17.9464,8.8449,1.7054,-1.2971,1.0776,0.3207,4.5,20.65,-0.0654,1
545.067,2392,2384,bus,truck,9.7589,7.2873,16.0085,8.166,-1.7504,-1.6213,2.0947,0.5885,8.0,-3.3244,28.4319,1
545.1,2375,2397,bicycle,car,1.9815,8.8085,21.178,8.83,14.6965,-1.1785,0.1789,0.7756,4.5,0.1811,-30.1426,1
545.167,2396,2380,car,car,11.3575,8.3495,17.8639,8.8764,2.0064,-1.2731,1.5479,0.7047,4.5,-15.5327,4.0376,1
545.267,2392,2384,bus,truck,10.2078,7.3537,15.3085,7.9682,-2.8993,-1.8855,2.9528,6.2161,8.0,11.958,19.874,1
545.367,2396,2380,car,car,11.2105,8.412,17.6386,8.9031,1.9281,-1.3089,0.779,1.5927,4.5,7.0751,4.8362,1
545.467,2392,2384,bus,car,10.704,7.415,13.9215,7.7743,-1.2825,-1.7907,0.4698,6.5753,4.5,-29.598,-16.4732,1
545.567,2380,2400,car,motorcycle,17.2298,8.9207,22.389,9.2005,3.1592,-1.0202,2.4673,1.7697,2.0,3.9022,-9.0473,1
545.567,2396,2380,car,car,10.8535,8.419,17.2298,8.9207,1.8763,-1.2983,3.0402,2.4673,4.5,14.7075,3.9022,1
545.567,2396,2400,car,motorcycle,10.8535,8.419,22.389,9.2005,9.5355,-0.5185,3.0402,1.7697,2.0,14.7075,-9.0473,2
545.667,2392,2384,bus,car,10.3596,7.4698,13.1995,7.5808,-1.6601,-2.039,2.1436,1.2422,4.5,-12.7095,25.3528,1
545.7,2397,2401,motorcycle,motorcycle,17.218,9.5705,23.8315,9.2065,4.6135,-0.436,12.7262,1.2338,2.0,15.7183,-1.1031,1
545.767,2380,2400,car,motorcycle,16.6508,8.9565,22.145,9.2565,3.4942,-1.0,3.3774,1.2051,2.0,5.1945,1.3214,1
545.867,2392,2403,bus,car,10.1464,7.5224,17.943,8.5865,3.2966,-1.0859,0.3908,8.9402,4.5,-2.5715,-67.7314,1
545.867,2403,2402,car,motorcycle,17.943,8.5865,31.983,9.5482,12.04,-0.3383,8.9402,0.0158,2.0,-67.7314,-0.143,1
545.967,2380,2400,car,motorcycle,15.8361,8.9976,21.872,9.2025,4.0359,-1.0951,4.9609,1.6733,2.0,10.6406,4.2748,1
546.067,2403,2402,motorcycle,motorcycle,17.7265,9.29,31.983,9.5468,12.2565,-0.5432,0.2373,0.0039,2.0,10.4906,0.0,1
546.167,2380,2400,car,motorcycle,14.6416,9.0453,21.477,9.27,4.8354,-1.0753,6.9467,2.2,2.0,9.2163,0.3163,1
546.267,2403,2402,motorcycle,motorcycle,17.6025,9.0875,31.983,9.5444,12.3805,-0.3431,1.7701,0.0252,2.0,11.0856,0.1902,1
546.367,2380,2400,car,motorcycle,13.1304,9.106,21.061,9.2995,5.9306,-1.1065,7.8712,1.9205,2.0,0.0287,-1.7042,1
546.467,2403,2402,motorcycle,motorcycle,16.9595,9.179,31.9835,9.5379,13.024,-0.4411,4.5579,0.0288,2.0,10.0351,-0.1537,1
546.667,2403,2402,motorcycle,motorcycle,16.0225,9.1955,31.984,9.5346,13.9615,-0.4609,3.8908,0.0074,2.0,-17.3735,0.0,1
546.867,2403,2402,motorcycle,motorcycle,15.3415,9.258,31.9838,9.5362,14.6423,-0.5218,4.1967,0.0336,2.0,20.1755,0.3515,1
547.067,2403,2402,motorcycle,motorcycle,14.22,9.32,31.9835,9.5468,15.7635,-0.5732,6.4328,0.0559,2.0,2.1163,-0.1265,1
547.2,2392,2407,truck,car,6.793,7.6453,20.5125,8.695,9.2195,-1.1003,8.9796,4.4707,4.5,-4.867,-14.5446,1
547.2,2398,2407,motorcycle,car,16.828,9.6195,20.5125,8.695,-0.8155,-0.3755,5.4762,4.4707,4.5,50.8474,-14.5446,1
547.2,2398,2390,motorcycle,motorcycle,16.828,9.6195,29.7401,10.3201,10.9121,-0.0994,5.4762,0.0687,2.0,50.8474,-0.2041,2
547.267,2403,2409,motorcycle,motorcycle,12.9445,9.403,23.7925,9.192,8.848,-0.589,6.0961,1.2996,2.0,-5.4849,-8.3379,1
547.267,2403,2402,motorcycle,motorcycle,12.9445,9.403,31.983,9.5571,17.0385,-0.6459,6.0961,0.0561,2.0,-5.4849,0.1458,2
547.267,2409,2402,motorcycle,motorcycle,23.7925,9.192,31.983,9.5571,6.1905,-0.4349,1.2996,0.0561,2.0,-8.3379,0.1458,1
547.4,2398,2390,motorcycle,motorcycle,15.2265,10.073,29.739,10.3303,12.5125,-0.5427,8.978,0.0371,2.0,-15.8273,-0.1119,1
547.467,2403,2412,motorcycle,car,11.6965,9.4955,16.558,8.5615,0.3615,-0.366,7.1291,6.498,4.5,15.8443,-31.7014,1
547.467,2403,2409,motorcycle,motorcycle,11.6965,9.4955,23.6125,9.107,9.916,-0.4115,7.1291,1.3822,2.0,15.8443,4.042,2
547.467,2403,2402,motorcycle,motorcycle,11.6965,9.4955,31.986,9.5696,18.2895,-0.7259,7.1291,0.0656,2.0,15.8443,-0.0633,3
547.467,2409,2402,motorcycle,motorcycle,23.6125,9.107,31.986,9.5696,6.3735,-0.3374,1.3822,0.0656,2.0,4.042,-0.0633,1
547.467,2412,2409,car,motorcycle,16.558,8.5615,23.6125,9.107,5.0545,-0.7545,6.498,1.3822,2.0,-31.7014,4.042,1
547.467,2412,2402,car,motorcycle,16.558,8.5615,31.986,9.5696,13.428,-0.2919,6.498,0.0656,2.0,-31.7014,-0.0633,2
547.6,2398,2390,motorcycle,motorcycle,13.235,10.1945,29.7373,10.3354,14.5023,-0.6591,13.4887,0.0187,2.0,60.7107,-0.0561,1
547.667,2409,2402,motorcycle,motorcycle,23.297,9.2,31.989,9.5807,6.692,-0.4193,1.7421,0.0487,2.0,-0.8126,-0.1012,1
547.667,2412,2409,truck,motorcycle,15.6915,8.5385,23.297,9.2,5.6055,-0.9885,3.1754,1.7421,2.0,-1.5559,-0.8126,1
547.667,2412,2402,truck,motorcycle,15.6915,8.5385,31.989,9.5807,14.2975,-0.6078,3.1754,0.0487,2.0,-1.5559,-0.1012,2
547.7,2401,2413,motorcycle,car,19.57,9.6842,24.417,8.638,0.347,-0.2538,3.7938,0.0885,4.5,-7.3085,1.6623,1
547.867,2409,2402,motorcycle,motorcycle,22.9675,9.273,31.9895,9.589,7.022,-0.484,1.6684,0.037,2.0,0.1179,-0.0228,1
547.867,2412,2409,car,motorcycle,14.8865,8.5355,22.9675,9.273,6.081,-0.5625,5.8848,1.6684,2.0,28.6861,0.1179,1
547.867,2412,2402,car,motorcycle,14.8865,8.5355,31.9895,9.589,15.103,-0.2465,5.8848,0.037,2.0,28.6861,-0.0228,2
548.067,2409,2402,motorcycle,motorcycle,22.6435,9.2985,31.9895,9.595,7.346,-0.5035,1.5223,0.0176,2.0,-1.6191,-0.1675,1
548.067,2412,2409,car,motorcycle,13.4165,8.5775,22.6435,9.2985,7.227,-0.579,7.4213,1.5223,2.0,-13.2935,-1.6191,1
548.067,2412,2402,car,motorcycle,13.4165,8.5775,31.9895,9.595,16.573,-0.2825,7.4213,0.0176,2.0,-13.2935,-0.1675,2
548.067,2418,2409,motorcycle,motorcycle,16.829,9.983,22.6435,9.2985,3.8145,-0.1155,5.3301,1.5223,2.0,-100.609,-1.6191,1
548.067,2418,2402,motorcycle,motorcycle,16.829,9.983,31.9895,9.595,13.1605,-0.412,5.3301,0.0176,2.0,-100.609,-0.1675,2
548.267,2409,2402,motorcycle,motorcycle,22.3125,9.3255,31.9895,9.5968,7.677,-0.5287,2.1076,0.0124,2.0,7.6509,0.1505,1
548.267,2412,2409,car,motorcycle,12.2665,8.5475,22.3125,9.3255,8.046,-0.522,3.7511,2.1076,2.0,-23.3465,7.6509,1
548.267,2412,2402,car,motorcycle,12.2665,8.5475,31.9895,9.5968,17.723,-0.2507,3.7511,0.0124,2.0,-23.3465,0.1505,2
548.267,2418,2409,motorcycle,motorcycle,16.256,10.1325,22.3125,9.3255,4.0565,0.007,9.3718,2.1076,2.0,45.928,7.6509,1
548.267,2418,2402,motorcycle,motorcycle,16.256,10.1325,31.9895,9.5968,13.7335,-0.2643,9.3718,0.0124,2.0,45.928,0.1505,2
548.333,2419,2407,car,car,16.6145,8.5375,20.486,8.766,-0.6285,-1.5715,5.8575,1.4536,4.5,-25.0011,2.3146,1
548.467,2409,2402,motorcycle,motorcycle,21.807,9.3245,31.991,9.5998,8.184,-0.5247,2.6122,0.0148,2.0,-2.2739,-0.0021,1
548.467,2412,2409,car,motorcycle,11.874,8.451,21.807,9.3245,7.933,-0.4265,0.9701,2.6122,2.0,-4.4079,-2.2739,1
548.467,2412,2402,car,motorcycle,11.874,8.451,31.991,9.5998,18.117,-0.1512,0.9701,0.0148,2.0,-4.4079,-0.0021,2
548.533,2419,2407,car,car,15.8,8.539,20.119,8.782,-0.181,-1.557,3.0027,2.3961,4.5,-3.5494,7.2822,1
548.6,2401,2421,motorcycle,car,16.788,9.4423,22.5805,8.4055,1.2925,-0.2632,4.8647,0.5134,4.5,9.3805,-2.7685,1
548.667,2409,2402,motorcycle,motorcycle,21.3185,9.416,31.9872,9.6027,8.6687,-0.6133,2.4327,0.0337,2.0,0.1289,0.0786,1
548.8,2401,2421,motorcycle,car,15.7278,9.4615,22.5545,8.4625,2.3267,-0.301,5.2357,0.1974,4.5,-5.7133,-1.0484,1
548.867,2409,2402,motorcycle,motorcycle,20.786,9.4585,31.9835,9.6107,9.1975,-0.6478,3.1346,0.0649,2.0,6.7323,0.2986,1
