frame_number,vehicle_id,timestamp_s,vehicle_type,x_center_px,y_center_px,x_front_px,y_front_px,x_min,y_min,x_max,y_max,width_px,height_px,confidence,vehicle_length_m,vehicle_width_m
70,17,2.333,car,354.57,117.42,365.41,117.42,343.73,105.93,365.41,128.91,21.68,22.97,0.6289,4.5,1.8
70,22,2.333,car,506.66,136.45,522.35,136.45,490.98,124.22,522.35,148.69,31.37,24.47,0.6022,4.5,1.8
70,3,2.333,car,196.22,126.93,210.2,126.93,182.23,116.53,210.2,137.33,27.97,20.8,0.5015,4.5,1.8
71,28,2.367,car,154.58,186.77,186.78,186.77,122.38,166.4,186.78,207.14,64.4,40.74,0.8209,4.5,1.8
71,21,2.367,car,100.87,139.78,121.02,139.78,80.72,127.74,121.02,151.82,40.3,24.08,0.6879,4.5,1.8
71,25,2.367,truck,391.39,127.51,407.42,127.51,375.36,105.67,407.42,149.35,32.06,43.68,0.672,8.0,2.5
72,5,2.4,car,246.24,300.85,288.35,300.85,204.14,249.17,288.35,352.53,84.21,103.36,0.8301,4.5,1.8
72,2,2.4,car,522.92,295.97,576.6,295.97,469.25,251.26,576.6,340.68,107.35,89.42,0.822,4.5,1.8
72,11,2.4,truck,441.45,163.77,473.55,163.77,409.35,124.44,473.55,203.09,64.2,78.64,0.8166,8.0,2.5
72,9,2.4,car,305.7,193.31,326.81,193.31,284.58,168.86,326.81,217.76,42.23,48.9,0.7838,4.5,1.8
72,7,2.4,car,551.85,167.67,574.43,167.67,529.27,150.12,574.43,185.23,45.16,35.11,0.7601,4.5,1.8
72,4,2.4,car,209.89,137.27,226.23,137.27,193.55,125.07,226.23,149.48,32.67,24.41,0.6505,4.5,1.8
73,34,2.433,car,42.08,262.07,84.16,262.07,0.0,225.11,84.16,299.04,84.16,73.93,0.8353,4.5,1.8
74,23,2.467,car,319.7,128.39,333.85,128.39,305.56,115.18,333.85,141.59,28.28,26.4,0.7052,4.5,1.8
75,20,2.5,car,149.42,157.45,172.47,157.45,126.37,142.09,172.47,172.81,46.1,30.72,0.7554,4.5,1.8
75,19,2.5,bus,415.98,87.51,455.34,87.51,376.61,72.11,455.34,102.92,78.73,30.81,0.644,12.0,2.5
75,30,2.5,bus,11.26,122.41,22.45,122.41,0.06,102.2,22.45,142.62,22.4,40.42,0.4989,12.0,2.5
76,17,2.533,car,356.08,118.68,367.34,118.68,344.82,106.58,367.34,130.79,22.52,24.21,0.705,4.5,1.8
76,22,2.533,car,507.15,136.11,523.18,136.11,491.12,123.65,523.18,148.56,32.06,24.91,0.6923,4.5,1.8
76,3,2.533,car,201.76,124.57,214.77,124.57,188.75,114.45,214.77,134.7,26.01,20.24,0.5656,4.5,1.8
76,35,2.533,truck,366.95,237.4,387.17,237.4,346.72,205.66,387.17,269.14,40.44,63.48,0.5374,8.0,2.5
77,28,2.567,car,165.62,178.67,195.12,178.67,136.12,159.9,195.12,197.45,59.0,37.55,0.8115,4.5,1.8
77,25,2.567,truck,393.99,129.75,410.85,129.75,377.13,106.88,410.85,152.62,33.71,45.74,0.7825,8.0,2.5
77,21,2.567,car,108.69,136.65,128.05,136.65,89.33,125.07,128.05,148.24,38.72,23.17,0.6893,4.5,1.8
78,5,2.6,car,238.32,314.09,284.1,314.09,192.54,268.67,284.1,359.5,91.56,90.83,0.897,4.5,1.8
78,11,2.6,truck,447.66,169.33,481.5,169.33,413.83,127.03,481.5,211.62,67.67,84.59,0.8296,8.0,2.5
78,9,2.6,car,305.3,203.0,327.42,203.0,283.19,177.7,327.42,228.29,44.23,50.59,0.7969,4.5,1.8
78,7,2.6,car,551.99,166.46,574.89,166.46,529.09,148.42,574.89,184.51,45.8,36.08,0.7912,4.5,1.8
78,2,2.6,car,544.65,312.31,605.13,312.31,484.18,265.71,605.13,358.91,120.95,93.21,0.7338,4.5,1.8
78,4,2.6,car,214.63,133.43,230.14,133.43,199.13,121.38,230.14,145.49,31.0,24.11,0.4615,4.5,1.8
79,34,2.633,car,55.86,241.93,104.17,241.93,7.55,209.14,104.17,274.71,96.62,65.57,0.7728,4.5,1.8
80,23,2.667,car,319.24,130.36,334.05,130.36,304.42,115.87,334.05,144.84,29.63,28.97,0.6922,4.5,1.8
81,20,2.7,car,156.14,152.3,177.83,152.3,134.46,137.89,177.83,166.71,43.37,28.82,0.6973,4.5,1.8
81,30,2.7,bus,11.24,122.21,22.43,122.21,0.05,102.1,22.43,142.32,22.38,40.22,0.5826,12.0,2.5
81,19,2.7,bus,418.16,86.64,454.66,86.64,381.67,71.06,454.66,102.21,72.99,31.15,0.4755,12.0,2.5
82,17,2.733,car,357.27,119.93,369.01,119.93,345.54,107.54,369.01,132.33,23.47,24.79,0.7385,4.5,1.8
82,22,2.733,car,506.59,135.29,522.4,135.29,490.78,122.72,522.4,147.86,31.62,25.14,0.6231,4.5,1.8
82,3,2.733,car,206.14,121.36,219.13,121.36,193.15,111.88,219.13,130.83,25.98,18.95,0.5789,4.5,1.8
83,28,2.767,car,174.71,170.47,201.34,170.47,148.08,153.32,201.34,187.61,53.26,34.29,0.7475,4.5,1.8
83,25,2.767,truck,397.36,131.95,414.9,131.95,379.82,107.38,414.9,156.53,35.08,49.15,0.7298,8.0,2.5
83,21,2.767,car,116.97,132.3,134.97,132.3,98.97,121.27,134.97,143.34,36.0,22.07,0.578,4.5,1.8
83,35,2.767,car,369.73,254.94,391.89,254.94,347.57,219.4,391.89,290.47,44.33,71.06,0.5529,4.5,1.8
84,2,2.8,car,568.84,322.48,633.13,322.48,504.56,286.68,633.13,358.28,128.57,71.59,0.8506,4.5,1.8
84,11,2.8,truck,455.16,175.25,492.25,175.25,418.07,131.75,492.25,218.74,74.18,86.99,0.845,8.0,2.5
84,9,2.8,car,303.18,214.08,326.59,214.08,279.78,186.15,326.59,242.01,46.81,55.87,0.8449,4.5,1.8
84,5,2.8,car,232.06,328.8,277.35,328.8,186.77,297.63,277.35,359.96,90.58,62.33,0.8018,4.5,1.8
84,7,2.8,car,551.56,165.28,573.93,165.28,529.19,147.98,573.93,182.57,44.73,34.59,0.7599,4.5,1.8
84,4,2.8,car,217.93,129.89,232.14,129.89,203.71,118.78,232.14,141.0,28.43,22.22,0.6302,4.5,1.8
85,34,2.833,car,80.84,223.63,123.41,223.63,38.27,193.78,123.41,253.49,85.14,59.71,0.8426,4.5,1.8
86,23,2.867,car,319.19,133.15,334.8,133.15,303.59,118.04,334.8,148.25,31.21,30.21,0.672,4.5,1.8
87,30,2.9,bus,11.04,121.9,22.05,121.9,0.03,101.87,22.05,141.92,22.01,40.05,0.7277,12.0,2.5
87,20,2.9,car,164.66,145.23,184.5,145.23,144.82,131.6,184.5,158.86,39.68,27.26,0.6421,4.5,1.8
87,19,2.9,bus,413.6,85.82,454.54,85.82,372.66,71.38,454.54,100.27,81.88,28.89,0.4154,12.0,2.5
88,17,2.933,car,358.34,120.39,370.53,120.39,346.15,107.56,370.53,133.21,24.38,25.65,0.6917,4.5,1.8
88,22,2.933,car,505.84,134.51,521.75,134.51,489.92,121.92,521.75,147.1,31.83,25.18,0.6665,4.5,1.8
89,25,2.967,truck,400.05,134.62,418.64,134.62,381.45,108.19,418.64,161.05,37.19,52.86,0.7501,8.0,2.5
89,28,2.967,car,183.47,161.77,208.14,161.77,158.8,145.71,208.14,177.84,49.34,32.12,0.7368,4.5,1.8
89,21,2.967,car,125.63,127.03,142.82,127.03,108.44,117.14,142.82,136.93,34.37,19.79,0.5451,4.5,1.8
89,35,2.967,truck,373.13,280.24,399.65,280.24,346.6,239.38,399.65,321.11,53.05,81.73,0.4599,8.0,2.5
90,11,3.0,truck,464.87,183.99,504.93,183.99,424.81,135.84,504.93,232.13,80.12,96.29,0.8713,8.0,2.5
90,9,3.0,car,300.02,229.96,326.32,229.96,273.73,199.24,326.32,260.68,52.59,61.45,0.8581,4.5,1.8
90,7,3.0,car,550.33,163.78,571.85,163.78,528.82,146.81,571.85,180.75,43.03,33.94,0.7474,4.5,1.8
90,2,3.0,car,587.52,337.67,639.52,337.67,535.51,316.57,639.52,358.78,104.01,42.22,0.7164,4.5,1.8
90,4,3.0,car,221.32,125.31,234.65,125.31,207.98,115.07,234.65,135.54,26.67,20.47,0.5301,4.5,1.8
91,34,3.033,car,104.79,204.32,140.81,204.32,68.77,179.69,140.81,228.95,72.04,49.26,0.7829,4.5,1.8
92,23,3.067,car,317.29,136.06,332.29,136.06,302.29,120.44,332.29,151.69,30.01,31.25,0.7318,4.5,1.8
93,20,3.1,car,171.53,140.68,190.81,140.68,152.25,127.42,190.81,153.94,38.56,26.53,0.6445,4.5,1.8
93,19,3.1,bus,413.0,85.1,454.1,85.1,371.9,70.34,454.1,99.86,82.2,29.52,0.622,12.0,2.5
94,17,3.133,car,359.6,121.21,372.0,121.21,347.2,108.17,372.0,134.24,24.8,26.08,0.7131,4.5,1.8
94,22,3.133,car,504.53,133.27,521.46,133.27,487.6,120.23,521.46,146.3,33.86,26.07,0.6661,4.5,1.8
94,36,3.133,truck,39.25,166.82,68.82,166.82,9.69,141.72,68.82,191.91,59.13,50.19,0.6303,8.0,2.5
95,25,3.167,truck,403.99,138.44,422.79,138.44,385.18,111.58,422.79,165.31,37.61,53.73,0.7546,8.0,2.5
95,28,3.167,car,190.07,154.22,212.65,154.22,167.48,140.11,212.65,168.33,45.17,28.23,0.7043,4.5,1.8
95,21,3.167,car,131.81,123.97,147.89,123.97,115.74,113.75,147.89,134.2,32.15,20.45,0.6436,4.5,1.8
95,35,3.167,truck,380.46,305.54,409.06,305.54,351.86,260.94,409.06,350.15,57.2,89.21,0.5201,8.0,2.5
96,9,3.2,car,297.38,242.38,325.84,242.38,268.91,207.79,325.84,276.96,56.92,69.17,0.89,4.5,1.8
96,11,3.2,truck,473.25,189.98,516.62,189.98,429.87,139.84,516.62,240.12,86.75,100.27,0.8481,8.0,2.5
96,7,3.2,car,549.26,162.48,570.62,162.48,527.9,144.35,570.62,180.62,42.72,36.27,0.8011,4.5,1.8
96,37,3.2,motorcycle,269.29,204.6,280.87,204.6,257.7,190.63,280.87,218.57,23.17,27.94,0.6615,2.0,0.8
96,4,3.2,car,222.47,122.33,234.8,122.33,210.15,112.29,234.8,132.37,24.65,20.08,0.4793,4.5,1.8
97,34,3.233,car,118.88,192.34,152.28,192.34,85.47,169.05,152.28,215.63,66.81,46.58,0.8489,4.5,1.8
98,23,3.267,car,315.76,139.1,331.69,139.1,299.84,122.35,331.69,155.85,31.85,33.5,0.8039,4.5,1.8
99,19,3.3,bus,411.8,83.69,453.49,83.69,370.11,69.56,453.49,97.83,83.38,28.27,0.648,12.0,2.5
99,20,3.3,car,176.01,135.99,192.88,135.99,159.14,123.88,192.88,148.1,33.74,24.22,0.5714,4.5,1.8
100,22,3.333,car,504.75,132.93,521.23,132.93,488.27,120.07,521.23,145.78,32.96,25.71,0.6703,4.5,1.8
100,17,3.333,car,360.99,122.12,373.45,122.12,348.53,108.97,373.45,135.26,24.92,26.3,0.6697,4.5,1.8
100,36,3.333,truck,50.19,162.93,76.32,162.93,24.05,141.61,76.32,184.25,52.26,42.64,0.6118,8.0,2.5
101,25,3.367,truck,406.53,141.42,426.34,141.42,386.72,113.81,426.34,169.04,39.63,55.23,0.8434,8.0,2.5
101,21,3.367,car,137.37,121.64,153.03,121.64,121.7,112.05,153.03,131.22,31.32,19.17,0.6729,4.5,1.8
101,35,3.367,truck,387.93,319.84,420.32,319.84,355.53,281.3,420.32,358.39,64.79,77.09,0.6546,8.0,2.5
101,28,3.367,car,194.4,151.06,215.95,151.06,172.86,136.42,215.95,165.69,43.09,29.27,0.6235,4.5,1.8
101,30,3.367,truck,10.25,120.89,20.38,120.89,0.13,100.97,20.38,140.82,20.25,39.84,0.5768,8.0,2.5
102,9,3.4,car,293.77,260.68,324.57,260.68,262.96,222.03,324.57,299.32,61.61,77.29,0.8889,4.5,1.8
102,11,3.4,truck,485.13,200.11,533.55,200.11,436.71,145.51,533.55,254.72,96.84,109.22,0.8746,8.0,2.5
102,7,3.4,car,548.76,161.91,570.66,161.91,526.86,144.42,570.66,179.39,43.8,34.97,0.7852,4.5,1.8
102,37,3.4,motorcycle,262.88,217.57,275.66,217.57,250.1,202.45,275.66,232.68,25.56,30.23,0.5323,2.0,0.8
102,4,3.4,car,225.83,119.59,238.21,119.59,213.46,110.85,238.21,128.34,24.75,17.49,0.4849,4.5,1.8
103,34,3.433,car,133.2,181.06,163.76,181.06,102.65,159.36,163.76,202.75,61.11,43.39,0.7794,4.5,1.8
104,23,3.467,car,314.93,142.96,331.44,142.96,298.41,125.88,331.44,160.04,33.04,34.16,0.7787,4.5,1.8
105,20,3.5,car,181.31,131.46,197.11,131.46,165.5,119.86,197.11,143.06,31.61,23.21,0.5707,4.5,1.8
105,19,3.5,bus,408.99,83.05,454.65,83.05,363.32,68.49,454.65,97.62,91.33,29.13,0.5148,12.0,2.5
106,22,3.533,car,504.15,132.27,521.14,132.27,487.17,119.33,521.14,145.22,33.97,25.89,0.6197,4.5,1.8
106,17,3.533,car,362.97,123.75,375.9,123.75,350.05,109.74,375.9,137.75,25.85,28.01,0.5773,4.5,1.8
106,36,3.533,truck,65.58,154.47,90.28,154.47,40.88,132.14,90.28,176.8,49.4,44.66,0.5601,8.0,2.5
107,28,3.567,car,200.4,144.04,220.37,144.04,180.42,130.46,220.37,157.62,39.95,27.16,0.6865,4.5,1.8
107,25,3.567,truck,411.38,146.49,431.96,146.49,390.8,116.27,431.96,176.7,41.17,60.43,0.6607,8.0,2.5
107,21,3.567,car,143.14,117.55,156.22,117.55,130.05,108.2,156.22,126.89,26.17,18.7,0.6532,4.5,1.8
108,11,3.6,truck,500.34,213.83,552.89,213.83,447.79,153.16,552.89,274.49,105.1,121.32,0.8688,8.0,2.5
108,9,3.6,car,287.99,287.43,322.27,287.43,253.7,241.63,322.27,333.23,68.57,91.6,0.8608,4.5,1.8
108,7,3.6,car,548.23,161.03,569.48,161.03,526.99,143.27,569.48,178.78,42.49,35.52,0.755,4.5,1.8
108,30,3.6,truck,11.3,126.88,22.48,126.88,0.12,99.37,22.48,154.39,22.36,55.02,0.7261,8.0,2.5
108,38,3.6,truck,361.81,272.77,385.68,272.77,337.93,232.67,385.68,312.87,47.76,80.2,0.6155,8.0,2.5
109,34,3.633,car,147.35,169.64,174.41,169.64,120.3,149.38,174.41,189.91,54.11,40.54,0.7926,4.5,1.8
110,23,3.667,car,314.74,147.55,332.63,147.55,296.86,129.02,332.63,166.07,35.77,37.05,0.8201,4.5,1.8
110,4,3.667,car,229.2,116.54,239.15,116.54,219.24,110.01,239.15,123.07,19.9,13.06,0.517,4.5,1.8
110,37,3.667,motorcycle,258.69,237.21,268.51,237.21,248.86,223.57,268.51,250.85,19.66,27.28,0.5158,2.0,0.8
111,19,3.7,bus,418.41,82.39,455.6,82.39,381.21,67.65,455.6,97.12,74.39,29.47,0.5683,12.0,2.5
111,39,3.7,truck,110.88,153.24,127.36,153.24,94.4,136.93,127.36,169.56,32.96,32.63,0.5233,8.0,2.5
111,20,3.7,car,186.08,125.95,200.08,125.95,172.08,114.53,200.08,137.38,28.0,22.84,0.5202,4.5,1.8
112,17,3.733,car,365.03,124.93,378.51,124.93,351.56,110.79,378.51,139.07,26.96,28.28,0.7716,4.5,1.8
112,22,3.733,car,504.21,131.97,521.35,131.97,487.08,119.27,521.35,144.67,34.28,25.4,0.643,4.5,1.8
112,36,3.733,truck,78.69,147.37,102.2,147.37,55.19,126.16,102.2,168.58,47.0,42.42,0.6428,8.0,2.5
113,25,3.767,truck,417.06,150.9,439.13,150.9,395.0,119.37,439.13,182.44,44.13,63.06,0.7246,8.0,2.5
113,28,3.767,car,205.45,137.51,223.96,137.51,186.95,125.13,223.96,149.9,37.01,24.77,0.6915,4.5,1.8
113,21,3.767,car,148.95,114.01,161.12,114.01,136.78,104.74,161.12,123.28,24.34,18.54,0.6729,4.5,1.8
114,9,3.8,car,282.6,309.97,320.86,309.97,244.34,261.75,320.86,358.19,76.52,96.44,0.8723,4.5,1.8
114,11,3.8,truck,517.45,228.29,577.46,228.29,457.45,160.9,577.46,295.68,120.01,134.78,0.7985,8.0,2.5
114,7,3.8,car,549.38,160.8,570.77,160.8,527.99,143.34,570.77,178.25,42.78,34.91,0.7776,4.5,1.8
114,30,3.8,car,15.41,138.39,30.56,138.39,0.25,124.97,30.56,151.81,30.31,26.84,0.7178,4.5,1.8
114,38,3.8,car,366.8,296.25,393.67,296.25,339.93,252.36,393.67,340.13,53.73,87.77,0.4659,4.5,1.8
115,34,3.833,car,155.91,161.78,181.07,161.78,130.76,142.61,181.07,180.95,50.31,38.35,0.8729,4.5,1.8
116,23,3.867,car,314.81,150.94,333.41,150.94,296.21,131.1,333.41,170.78,37.2,39.67,0.8167,4.5,1.8
117,19,3.9,bus,419.73,82.18,455.75,82.18,383.72,67.34,455.75,97.01,72.03,29.66,0.5911,12.0,2.5
117,39,3.9,truck,119.57,147.02,135.16,147.02,103.98,130.82,135.16,163.22,31.17,32.4,0.5822,8.0,2.5
117,20,3.9,car,189.42,122.69,201.35,122.69,177.49,111.82,201.35,133.56,23.86,21.74,0.4358,4.5,1.8
118,17,3.933,car,367.34,125.8,381.45,125.8,353.24,111.02,381.45,140.58,28.21,29.56,0.7488,4.5,1.8
118,36,3.933,truck,87.27,141.59,109.38,141.59,65.16,120.81,109.38,162.36,44.22,41.55,0.7429,8.0,2.5
118,22,3.933,car,504.29,130.64,521.73,130.64,486.85,117.96,521.73,143.31,34.88,25.35,0.6824,4.5,1.8
119,25,3.967,truck,421.56,154.63,444.41,154.63,398.71,120.16,444.41,189.11,45.69,68.95,0.6883,8.0,2.5
119,21,3.967,car,153.23,110.25,164.27,110.25,142.18,101.99,164.27,118.5,22.09,16.51,0.6466,4.5,1.8
119,28,3.967,car,208.1,134.15,224.74,134.15,191.46,122.44,224.74,145.86,33.28,23.42,0.6227,4.5,1.8
120,9,4.0,car,281.28,320.73,322.69,320.73,239.86,281.66,322.69,359.8,82.83,78.15,0.8753,4.5,1.8
120,11,4.0,truck,533.09,240.33,599.24,240.33,466.94,167.55,599.24,313.11,132.3,145.56,0.831,8.0,2.5
120,7,4.0,car,549.63,159.6,572.02,159.6,527.25,142.05,572.02,177.14,44.77,35.09,0.8059,4.5,1.8
120,30,4.0,car,18.24,135.65,36.49,135.65,0.0,122.75,36.49,148.55,36.49,25.8,0.7615,4.5,1.8
120,38,4.0,car,371.1,314.93,399.87,314.93,342.34,271.84,399.87,358.01,57.53,86.17,0.6363,4.5,1.8
121,34,4.033,car,164.83,152.81,188.04,152.81,141.63,135.77,188.04,169.84,46.42,34.07,0.8422,4.5,1.8
122,23,4.067,car,313.42,155.95,332.95,155.95,293.89,135.38,332.95,176.53,39.07,41.14,0.8235,4.5,1.8
123,19,4.1,bus,421.33,80.78,457.29,80.78,385.36,65.09,457.29,96.47,71.93,31.38,0.6788,12.0,2.5
123,39,4.1,truck,128.89,139.81,143.58,139.81,114.19,124.39,143.58,155.23,29.39,30.84,0.5009,8.0,2.5
123,20,4.1,car,194.42,117.86,206.34,117.86,182.49,107.51,206.34,128.21,23.85,20.69,0.4729,4.5,1.8
124,36,4.133,truck,99.37,132.44,121.28,132.44,77.47,112.55,121.28,152.34,43.81,39.79,0.7685,8.0,2.5
124,17,4.133,car,370.82,126.69,384.77,126.69,356.88,111.38,384.77,142.01,27.89,30.63,0.7025,4.5,1.8
124,22,4.133,car,506.0,128.83,522.77,128.83,489.22,116.55,522.77,141.12,33.55,24.57,0.6228,4.5,1.8
125,25,4.167,truck,429.26,161.43,454.52,161.43,403.99,125.09,454.52,197.77,50.53,72.68,0.8219,8.0,2.5
125,21,4.167,car,161.84,104.27,174.42,104.27,149.26,95.94,174.42,112.59,25.16,16.66,0.7146,4.5,1.8
125,28,4.167,car,213.77,126.07,230.11,126.07,197.43,114.65,230.11,137.49,32.69,22.84,0.7079,4.5,1.8
126,11,4.2,truck,559.08,263.45,636.4,263.45,481.75,179.79,636.4,347.11,154.64,167.32,0.9028,8.0,2.5
126,9,4.2,car,277.56,339.84,315.61,339.84,239.51,320.08,315.61,359.61,76.1,39.53,0.8066,4.5,1.8
126,7,4.2,car,549.04,157.8,570.6,157.8,527.47,140.13,570.6,175.46,43.12,35.32,0.7791,4.5,1.8
126,30,4.2,car,24.24,129.99,44.98,129.99,3.5,118.35,44.98,141.62,41.49,23.27,0.7363,4.5,1.8
127,34,4.233,car,173.62,143.37,195.1,143.37,152.13,126.77,195.1,159.97,42.96,33.2,0.7763,4.5,1.8
127,38,4.233,car,378.16,335.89,410.08,335.89,346.23,312.7,410.08,359.08,63.85,46.38,0.5539,4.5,1.8
127,40,4.233,truck,20.49,184.88,40.77,184.88,0.21,155.75,40.77,214.02,40.57,58.27,0.5336,8.0,2.5
128,23,4.267,car,312.42,160.32,333.34,160.32,291.51,138.51,333.34,182.12,41.83,43.61,0.8236,4.5,1.8
129,39,4.3,truck,138.23,130.85,152.8,130.85,123.66,115.98,152.8,145.71,29.14,29.73,0.5839,8.0,2.5
129,20,4.3,car,201.15,111.4,213.51,111.4,188.79,101.67,213.51,121.14,24.73,19.47,0.4866,4.5,1.8
130,17,4.333,car,373.6,126.68,387.99,126.68,359.2,110.55,387.99,142.81,28.79,32.25,0.8078,4.5,1.8
130,36,4.333,truck,108.6,125.25,129.23,125.25,87.98,105.57,129.23,144.94,41.25,39.37,0.7931,8.0,2.5
130,22,4.333,car,505.64,126.26,523.07,126.26,488.21,113.19,523.07,139.34,34.86,26.15,0.703,4.5,1.8
131,25,4.367,truck,435.78,166.5,462.66,166.5,408.9,127.75,462.66,205.25,53.76,77.5,0.8012,8.0,2.5
131,28,4.367,car,217.16,120.51,232.12,120.51,202.21,109.39,232.12,131.62,29.91,22.23,0.7466,4.5,1.8
131,21,4.367,car,165.32,99.0,176.86,99.0,153.78,90.03,176.86,107.98,23.08,17.95,0.6967,4.5,1.8
132,7,4.4,car,549.1,155.46,570.24,155.46,527.97,137.76,570.24,173.15,42.27,35.38,0.8085,4.5,1.8
132,30,4.4,car,32.78,123.92,53.63,123.92,11.93,111.44,53.63,136.41,41.71,24.97,0.5082,4.5,1.8
132,11,4.4,bus,568.53,274.04,639.48,274.04,497.59,190.64,639.48,357.43,141.89,166.79,0.4202,12.0,2.5
133,34,4.433,car,180.17,135.39,199.97,135.39,160.36,120.41,199.97,150.37,39.62,29.95,0.7984,4.5,1.8
133,40,4.433,truck,28.19,175.83,56.32,175.83,0.06,143.97,56.32,207.69,56.26,63.72,0.7838,8.0,2.5
134,23,4.467,car,311.14,165.92,333.48,165.92,288.79,142.23,333.48,189.61,44.7,47.38,0.8341,4.5,1.8
135,39,4.5,truck,145.69,125.28,159.4,125.28,131.99,110.12,159.4,140.43,27.41,30.31,0.4658,8.0,2.5
136,36,4.533,truck,116.53,120.93,136.25,120.93,96.81,101.97,136.25,139.89,39.44,37.92,0.7445,8.0,2.5
136,17,4.533,car,376.09,127.75,391.16,127.75,361.02,111.05,391.16,144.45,30.14,33.4,0.7254,4.5,1.8
136,22,4.533,car,506.21,124.31,523.56,124.31,488.86,111.36,523.56,137.25,34.69,25.89,0.6888,4.5,1.8
137,25,4.567,truck,443.04,171.76,471.45,171.76,414.63,130.68,471.45,212.85,56.82,82.17,0.8154,8.0,2.5
137,28,4.567,car,219.19,115.92,234.02,115.92,204.37,105.0,234.02,126.83,29.65,21.83,0.7391,4.5,1.8
137,21,4.567,car,169.89,94.61,181.59,94.61,158.18,85.71,181.59,103.51,23.41,17.8,0.7259,4.5,1.8
138,7,4.6,car,549.16,153.38,570.11,153.38,528.21,135.87,570.11,170.89,41.89,35.02,0.8058,4.5,1.8
138,41,4.6,car,9.7,227.68,19.26,227.68,0.14,211.02,19.26,244.34,19.12,33.33,0.7062,4.5,1.8
138,42,4.6,truck,466.48,103.95,478.21,103.95,454.76,90.91,478.21,117.0,23.45,26.1,0.588,8.0,2.5
138,11,4.6,bus,576.09,280.2,639.63,280.2,512.54,202.82,639.63,357.58,127.09,154.76,0.5421,12.0,2.5
139,40,4.633,truck,34.1,167.41,68.07,167.41,0.14,137.23,68.07,197.59,67.92,60.36,0.8236,8.0,2.5
139,34,4.633,car,185.4,129.26,204.53,129.26,166.27,114.71,204.53,143.8,38.25,29.09,0.7549,4.5,1.8
139,44,4.633,motorcycle,354.97,157.23,362.84,157.23,347.1,142.44,362.84,172.02,15.75,29.58,0.6618,2.0,0.8
139,43,4.633,truck,31.42,314.5,62.65,314.5,0.2,270.55,62.65,358.45,62.46,87.9,0.6043,8.0,2.5
139,30,4.633,car,39.96,118.73,60.08,118.73,19.85,106.05,60.08,131.42,40.23,25.38,0.5056,4.5,1.8
140,23,4.667,car,309.56,172.2,332.7,172.2,286.41,146.67,332.7,197.73,46.29,51.07,0.841,4.5,1.8
140,45,4.667,truck,10.75,106.64,21.43,106.64,0.07,86.06,21.43,127.21,21.36,41.15,0.5596,8.0,2.5
141,39,4.7,truck,152.61,118.28,165.38,118.28,139.84,103.2,165.38,133.36,25.53,30.16,0.5634,8.0,2.5
142,36,4.733,truck,124.55,115.82,143.29,115.82,105.81,97.99,143.29,133.66,37.49,35.66,0.814,8.0,2.5
142,17,4.733,car,379.09,128.74,394.93,128.74,363.24,111.63,394.93,145.84,31.68,34.21,0.7641,4.5,1.8
142,22,4.733,car,505.99,121.45,523.36,121.45,488.62,108.34,523.36,134.57,34.74,26.23,0.6443,4.5,1.8
143,25,4.767,truck,453.39,181.77,484.98,181.77,421.81,136.83,484.98,226.71,63.18,89.88,0.8135,8.0,2.5
143,21,4.767,car,173.6,90.21,184.68,90.21,162.52,81.8,184.68,98.61,22.16,16.8,0.6502,4.5,1.8
143,28,4.767,car,222.17,110.02,236.23,110.02,208.1,100.03,236.23,120.01,28.13,19.98,0.4395,4.5,1.8
144,7,4.8,car,548.41,150.6,569.17,150.6,527.65,133.3,569.17,167.91,41.52,34.61,0.8027,4.5,1.8
144,41,4.8,car,24.53,216.91,48.82,216.91,0.24,190.12,48.82,243.71,48.58,53.59,0.6421,4.5,1.8
144,42,4.8,truck,466.83,103.11,478.73,103.11,454.93,91.66,478.73,114.57,23.8,22.91,0.5914,8.0,2.5
144,11,4.8,bus,588.88,290.14,639.75,290.14,538.0,223.57,639.75,356.71,101.75,133.13,0.5082,12.0,2.5
145,40,4.833,truck,40.99,156.22,81.85,156.22,0.13,127.61,81.85,184.83,81.72,57.22,0.8087,8.0,2.5
145,44,4.833,motorcycle,356.54,169.1,364.96,169.1,348.11,156.17,364.96,182.03,16.85,25.86,0.5083,2.0,0.8
145,30,4.833,truck,47.96,114.46,68.76,114.46,27.16,103.2,68.76,125.73,41.61,22.53,0.4541,8.0,2.5
145,34,4.833,car,191.03,122.0,208.6,122.0,173.46,107.96,208.6,136.03,35.13,28.07,0.4293,4.5,1.8
146,23,4.867,car,308.14,183.01,333.15,183.01,283.12,154.08,333.15,211.94,50.02,57.86,0.8409,4.5,1.8
146,45,4.867,truck,10.35,105.0,20.61,105.0,0.09,84.7,20.61,125.3,20.51,40.6,0.6069,8.0,2.5
148,17,4.933,car,383.41,131.21,399.99,131.21,366.82,113.43,399.99,149.0,33.17,35.58,0.8041,4.5,1.8
148,36,4.933,truck,132.5,110.63,151.1,110.63,113.89,93.24,151.1,128.02,37.21,34.78,0.7591,8.0,2.5
148,22,4.933,car,506.41,120.62,524.01,120.62,488.81,107.8,524.01,133.45,35.21,25.65,0.6858,4.5,1.8
149,25,4.967,truck,463.88,192.98,498.07,192.98,429.68,144.11,498.07,241.85,68.39,97.74,0.7253,8.0,2.5
149,46,4.967,car,319.78,96.06,328.85,96.06,310.7,85.81,328.85,106.3,18.14,20.49,0.6538,4.5,1.8
