frame_number,vehicle_id,timestamp_s,vehicle_type,x_center_px,y_center_px,x_front_px,y_front_px,x_min,y_min,x_max,y_max,width_px,height_px,confidence,vehicle_length_m,vehicle_width_m
6227,1006,207.567,car,267.18,238.14,302.47,238.14,231.9,194.94,302.47,281.34,70.56,86.4,0.8687,4.5,1.8
6228,1005,207.6,car,287.59,333.71,330.68,333.71,244.51,307.93,330.68,359.5,86.17,51.56,0.7878,4.5,1.8
6228,858,207.6,car,477.73,78.92,494.31,78.92,461.15,67.54,494.31,90.29,33.16,22.75,0.5996,4.5,1.8
6229,1013,207.633,truck,431.63,202.75,464.86,202.75,398.4,160.35,464.86,245.14,66.46,84.79,0.8458,8.0,2.5
6229,1030,207.633,truck,105.37,87.26,137.72,87.26,73.01,56.63,137.72,117.89,64.71,61.26,0.823,8.0,2.5
6229,1015,207.633,car,410.92,116.09,429.4,116.09,392.45,98.6,429.4,133.57,36.95,34.97,0.7903,4.5,1.8
6229,1035,207.633,car,291.16,85.4,303.96,85.4,278.36,73.22,303.96,97.59,25.61,24.37,0.631,4.5,1.8
6229,1027,207.633,truck,547.12,281.44,587.01,281.44,507.22,232.18,587.01,330.69,79.79,98.51,0.5504,8.0,2.5
6230,1031,207.667,car,350.66,133.68,371.36,133.68,329.96,109.68,371.36,157.69,41.39,48.0,0.7145,4.5,1.8
6230,987,207.667,truck,433.54,71.67,447.73,71.67,419.34,59.24,447.73,84.1,28.39,24.86,0.6643,8.0,2.5
6230,1023,207.667,car,315.56,161.0,336.55,161.0,294.57,131.46,336.55,190.53,41.99,59.07,0.5425,4.5,1.8
6231,1036,207.7,bus,41.48,113.39,82.9,113.39,0.07,70.94,82.9,155.85,82.83,84.91,0.8681,12.0,2.5
6231,1024,207.7,car,284.51,127.34,299.51,127.34,269.5,110.28,299.51,144.39,30.02,34.11,0.675,4.5,1.8
6231,999,207.7,bus,46.83,64.49,93.21,64.49,0.44,51.93,93.21,77.04,92.77,25.11,0.4945,12.0,2.5
6231,1028,207.7,truck,157.08,96.56,175.9,96.56,138.26,76.94,175.9,116.18,37.64,39.24,0.4408,8.0,2.5
6232,1034,207.733,car,97.48,159.08,134.11,159.08,60.85,134.33,134.11,183.83,73.26,49.49,0.8463,4.5,1.8
6232,1029,207.733,car,364.77,96.08,379.61,96.08,349.93,82.5,379.61,109.67,29.69,27.17,0.7297,4.5,1.8
6232,726,207.733,truck,206.81,100.92,223.75,100.92,189.86,79.92,223.75,121.92,33.89,42.0,0.6089,8.0,2.5
6233,1006,207.767,car,262.39,262.45,300.81,262.45,223.97,213.38,300.81,311.53,76.84,98.15,0.8427,4.5,1.8
6234,858,207.8,car,478.51,79.82,494.79,79.82,462.24,68.56,494.79,91.09,32.55,22.53,0.5514,4.5,1.8
6235,1013,207.833,truck,441.27,217.84,479.1,217.84,403.44,170.97,479.1,264.7,75.66,93.73,0.8635,8.0,2.5
6235,1015,207.833,car,415.96,122.85,436.08,122.85,395.85,104.25,436.08,141.45,40.23,37.2,0.8348,4.5,1.8
6235,1035,207.833,car,291.68,89.29,303.79,89.29,279.56,76.74,303.79,101.83,24.23,25.1,0.6062,4.5,1.8
6235,1027,207.833,car,569.74,303.23,616.17,303.23,523.31,255.4,616.17,351.06,92.86,95.66,0.591,4.5,1.8
6235,1030,207.833,truck,118.11,82.0,148.19,82.0,88.02,51.47,148.19,112.53,60.17,61.06,0.4333,8.0,2.5
6236,1031,207.867,car,353.13,139.56,373.95,139.56,332.31,115.61,373.95,163.5,41.64,47.89,0.8228,4.5,1.8
6236,987,207.867,truck,434.76,72.09,448.99,72.09,420.52,59.54,448.99,84.63,28.47,25.09,0.6811,8.0,2.5
6236,1023,207.867,truck,316.01,170.49,338.68,170.49,293.35,138.29,338.68,202.68,45.33,64.39,0.4038,8.0,2.5
6237,1036,207.9,bus,42.23,110.65,84.33,110.65,0.13,69.05,84.33,152.25,84.21,83.19,0.8864,12.0,2.5
6237,1024,207.9,car,283.54,132.55,300.37,132.55,266.7,114.15,300.37,150.95,33.67,36.81,0.5982,4.5,1.8
6238,1034,207.933,car,112.97,148.66,146.33,148.66,79.62,126.03,146.33,171.3,66.72,45.28,0.8305,4.5,1.8
6238,1029,207.933,car,367.54,99.38,382.73,99.38,352.34,85.31,382.73,113.45,30.39,28.15,0.6779,4.5,1.8
6238,726,207.933,truck,207.68,102.28,224.53,102.28,190.82,81.87,224.53,122.69,33.71,40.82,0.4432,8.0,2.5
6239,1006,207.967,car,258.51,287.72,299.8,287.72,217.21,230.66,299.8,344.79,82.6,114.13,0.8577,4.5,1.8
6240,858,208.0,car,480.02,80.85,496.68,80.85,463.36,69.79,496.68,91.92,33.31,22.12,0.6708,4.5,1.8
6240,1028,208.0,truck,169.47,88.2,186.38,88.2,152.55,67.62,186.38,108.78,33.84,41.16,0.5753,8.0,2.5
6241,1013,208.033,truck,451.7,231.07,492.86,231.07,410.54,180.39,492.86,281.76,82.33,101.37,0.8845,8.0,2.5
6241,1015,208.033,car,420.07,127.58,440.59,127.58,399.54,108.36,440.59,146.81,41.04,38.45,0.8535,4.5,1.8
6241,1035,208.033,car,291.29,92.92,304.02,92.92,278.57,80.03,304.02,105.81,25.46,25.78,0.6991,4.5,1.8
6241,1027,208.033,truck,589.13,318.61,640.0,318.61,538.26,279.1,640.0,358.12,101.74,79.02,0.6762,8.0,2.5
6241,1030,208.033,truck,127.67,80.53,157.04,80.53,98.29,52.42,157.04,108.64,58.75,56.22,0.6712,8.0,2.5
6242,1031,208.067,car,356.16,147.54,378.63,147.54,333.69,121.33,378.63,173.76,44.94,52.43,0.8574,4.5,1.8
6242,1023,208.067,car,318.63,183.16,343.12,183.16,294.15,148.55,343.12,217.76,48.97,69.21,0.5955,4.5,1.8
6242,999,208.067,bus,51.97,72.98,101.44,72.98,2.5,54.22,101.44,91.73,98.94,37.52,0.5675,12.0,2.5
6242,987,208.067,truck,436.74,72.37,450.44,72.37,423.03,59.69,450.44,85.04,27.41,25.35,0.5167,8.0,2.5
6243,1036,208.1,bus,49.18,110.17,98.18,110.17,0.17,67.33,98.18,153.0,98.01,85.67,0.8992,12.0,2.5
6243,1024,208.1,car,282.74,142.31,301.0,142.31,264.47,121.05,301.0,163.58,36.53,42.52,0.7273,4.5,1.8
6244,1034,208.133,car,131.33,138.18,161.22,138.18,101.44,116.27,161.22,160.09,59.78,43.82,0.8704,4.5,1.8
6244,1029,208.133,car,370.81,103.11,387.05,103.11,354.58,88.68,387.05,117.54,32.47,28.86,0.7601,4.5,1.8
6245,1006,208.167,car,253.7,310.22,299.99,310.22,207.41,261.4,299.99,359.05,92.58,97.66,0.9166,4.5,1.8
6246,858,208.2,car,481.89,81.15,498.47,81.15,465.31,69.56,498.47,92.75,33.16,23.19,0.6175,4.5,1.8
6246,1028,208.2,truck,178.75,82.93,193.52,82.93,163.98,61.97,193.52,103.89,29.54,41.92,0.5795,8.0,2.5
6247,1015,208.233,car,426.82,135.69,448.44,135.69,405.2,115.06,448.44,156.33,43.24,41.27,0.867,4.5,1.8
6247,1013,208.233,truck,467.63,254.85,514.23,254.85,421.02,196.88,514.23,312.82,93.21,115.94,0.8573,8.0,2.5
6247,1035,208.233,car,291.67,98.97,304.46,98.97,278.87,85.12,304.46,112.81,25.59,27.69,0.7579,4.5,1.8
6247,1030,208.233,truck,141.44,78.19,168.08,78.19,114.8,52.42,168.08,103.96,53.28,51.54,0.6541,8.0,2.5
6248,1031,208.267,car,359.58,155.77,381.98,155.77,337.18,129.14,381.98,182.4,44.8,53.26,0.7964,4.5,1.8
6248,1023,208.267,car,321.79,198.02,347.94,198.02,295.64,159.66,347.94,236.37,52.3,76.71,0.6647,4.5,1.8
6248,987,208.267,truck,438.46,73.19,452.7,73.19,424.21,60.8,452.7,85.59,28.5,24.79,0.415,8.0,2.5
6249,1036,208.3,bus,53.83,105.94,107.44,105.94,0.21,62.69,107.44,149.2,107.23,86.51,0.8963,12.0,2.5
6249,1024,208.3,car,280.96,152.29,300.68,152.29,261.24,128.84,300.68,175.75,39.43,46.91,0.7585,4.5,1.8
6250,1034,208.333,car,144.79,129.32,172.05,129.32,117.53,109.57,172.05,149.07,54.52,39.5,0.8401,4.5,1.8
6250,1029,208.333,car,374.52,106.24,390.65,106.24,358.38,90.83,390.65,121.66,32.26,30.83,0.7435,4.5,1.8
6250,1037,208.333,truck,357.31,288.54,385.24,288.54,329.38,240.64,385.24,336.45,55.86,95.82,0.5293,8.0,2.5
6251,1006,208.367,car,250.7,325.83,296.01,325.83,205.39,293.06,296.01,358.6,90.63,65.54,0.8698,4.5,1.8
6251,1038,208.367,car,8.69,157.82,17.25,157.82,0.13,133.53,17.25,182.1,17.12,48.57,0.6309,4.5,1.8
6252,858,208.4,car,483.25,81.25,499.71,81.25,466.8,69.76,499.71,92.73,32.92,22.97,0.6864,4.5,1.8
6253,1015,208.433,car,432.48,142.82,455.79,142.82,409.16,121.31,455.79,164.32,46.63,43.01,0.8594,4.5,1.8
6253,1013,208.433,truck,481.83,277.34,532.53,277.34,431.13,212.87,532.53,341.8,101.39,128.92,0.8461,8.0,2.5
6253,1035,208.433,car,291.8,103.0,305.65,103.0,277.96,88.59,305.65,117.4,27.69,28.81,0.7323,4.5,1.8
6253,1030,208.433,truck,151.56,76.71,178.24,76.71,124.88,51.53,178.24,101.89,53.36,50.36,0.6885,8.0,2.5
6254,1031,208.467,car,362.32,164.07,386.92,164.07,337.71,135.55,386.92,192.58,49.21,57.03,0.8364,4.5,1.8
6254,1023,208.467,truck,323.03,213.18,352.43,213.18,293.64,169.32,352.43,257.04,58.79,87.72,0.4858,8.0,2.5
6255,1036,208.5,bus,57.48,103.22,114.91,103.22,0.05,61.26,114.91,145.17,114.85,83.91,0.8836,12.0,2.5
6255,1024,208.5,car,279.96,161.0,300.66,161.0,259.26,136.83,300.66,185.18,41.41,48.35,0.6938,4.5,1.8
6256,1029,208.533,car,377.53,108.68,394.16,108.68,360.9,93.02,394.16,124.34,33.25,31.32,0.8486,4.5,1.8
6256,1034,208.533,car,154.67,123.16,180.56,123.16,128.77,103.78,180.56,142.54,51.78,38.76,0.8233,4.5,1.8
6256,1037,208.533,truck,360.8,309.83,390.93,309.83,330.67,262.03,390.93,357.63,60.26,95.6,0.6293,8.0,2.5
6256,1033,208.533,car,323.74,108.48,338.88,108.48,308.59,89.37,338.88,127.59,30.29,38.21,0.5006,4.5,1.8
6257,1006,208.567,car,248.36,342.81,292.92,342.81,203.8,325.61,292.92,360.0,89.12,34.39,0.7329,4.5,1.8
6257,1038,208.567,car,16.25,152.47,32.4,152.47,0.1,125.89,32.4,179.04,32.3,53.16,0.6437,4.5,1.8
6258,1039,208.6,car,12.07,252.21,24.12,252.21,0.02,231.82,24.12,272.61,24.1,40.79,0.7922,4.5,1.8
6258,858,208.6,car,484.55,81.21,501.42,81.21,467.68,69.77,501.42,92.65,33.75,22.89,0.6529,4.5,1.8
6259,1013,208.633,truck,497.49,292.51,553.27,292.51,441.72,227.31,553.27,357.7,111.55,130.38,0.8847,8.0,2.5
6259,1015,208.633,car,437.11,149.19,461.32,149.19,412.89,125.83,461.32,172.54,48.42,46.71,0.8594,4.5,1.8
6259,1030,208.633,truck,157.89,72.15,182.07,72.15,133.7,46.49,182.07,97.8,48.37,51.31,0.7799,8.0,2.5
6259,1035,208.633,car,290.85,106.66,305.12,106.66,276.58,91.6,305.12,121.73,28.55,30.13,0.7437,4.5,1.8
6260,1031,208.667,car,364.15,170.65,390.47,170.65,337.82,140.64,390.47,200.67,52.65,60.03,0.7436,4.5,1.8
6260,1023,208.667,car,324.73,227.84,355.61,227.84,293.85,180.81,355.61,274.86,61.77,94.05,0.5771,4.5,1.8
6261,1036,208.7,bus,63.39,97.85,124.09,97.85,2.69,59.08,124.09,136.62,121.4,77.55,0.8963,12.0,2.5
6261,1024,208.7,car,276.76,173.12,298.63,173.12,254.9,146.8,298.63,199.44,43.73,52.64,0.8211,4.5,1.8
6262,1034,208.733,car,167.45,113.87,191.12,113.87,143.78,96.47,191.12,131.27,47.34,34.8,0.8355,4.5,1.8
6262,1029,208.733,car,380.97,112.78,398.11,112.78,363.83,96.78,398.11,128.78,34.28,32.0,0.8048,4.5,1.8
6262,1033,208.733,car,325.36,111.93,341.73,111.93,309.0,91.08,341.73,132.78,32.74,41.71,0.5296,4.5,1.8
6262,1037,208.733,truck,367.07,328.83,403.94,328.83,330.19,298.19,403.94,359.46,73.76,61.28,0.4045,8.0,2.5
6263,1038,208.767,car,24.92,146.52,49.7,146.52,0.14,117.53,49.7,175.51,49.56,57.98,0.6718,4.5,1.8
6263,987,208.767,truck,441.21,72.85,455.81,72.85,426.61,59.99,455.81,85.7,29.2,25.72,0.5025,8.0,2.5
6264,1039,208.8,car,30.18,232.63,60.08,232.63,0.28,200.09,60.08,265.17,59.8,65.08,0.7997,4.5,1.8
6264,858,208.8,car,485.22,81.07,501.79,81.07,468.66,69.56,501.79,92.59,33.13,23.03,0.6853,4.5,1.8
6265,1015,208.833,car,443.92,157.28,469.63,157.28,418.22,132.48,469.63,182.07,51.42,49.59,0.8634,4.5,1.8
6265,1035,208.833,car,288.81,110.81,303.84,110.81,273.77,94.6,303.84,127.01,30.07,32.4,0.7533,4.5,1.8
6265,1030,208.833,truck,166.68,68.97,189.96,68.97,143.4,44.75,189.96,93.18,46.56,48.43,0.722,8.0,2.5
6266,1031,208.867,car,367.17,181.44,396.12,181.44,338.21,149.2,396.12,213.69,57.91,64.49,0.7648,4.5,1.8
6266,1023,208.867,car,326.33,250.1,359.63,250.1,293.02,197.49,359.63,302.71,66.61,105.21,0.7464,4.5,1.8
6267,1036,208.9,bus,71.03,94.86,131.21,94.86,10.85,57.52,131.21,132.19,120.36,74.67,0.9065,12.0,2.5
6267,1024,208.9,car,271.94,184.71,295.81,184.71,248.08,156.47,295.81,212.96,47.73,56.49,0.7973,4.5,1.8
6267,1013,208.9,truck,511.86,307.75,564.85,307.75,458.87,257.84,564.85,357.65,105.99,99.81,0.5118,8.0,2.5
6268,1029,208.933,car,383.13,114.9,400.89,114.9,365.36,98.07,400.89,131.73,35.53,33.66,0.7693,4.5,1.8
6268,1033,208.933,car,325.38,115.38,342.31,115.38,308.45,92.88,342.31,137.89,33.85,45.01,0.5376,4.5,1.8
6268,1034,208.933,car,176.22,104.18,198.34,104.18,154.1,87.55,198.34,120.82,44.25,33.27,0.4214,4.5,1.8
6269,1038,208.967,car,31.12,138.96,62.25,138.96,0.0,110.68,62.25,167.23,62.25,56.56,0.6743,4.5,1.8
6269,987,208.967,truck,441.38,72.49,455.04,72.49,427.71,59.69,455.04,85.29,27.33,25.61,0.5061,8.0,2.5
6270,1039,209.0,car,42.05,208.19,84.05,208.19,0.05,178.92,84.05,237.47,84.01,58.55,0.8829,4.5,1.8
6270,858,209.0,car,485.16,80.2,501.76,80.2,468.57,68.89,501.76,91.51,33.19,22.62,0.6682,4.5,1.8
6271,1015,209.033,car,449.41,166.21,476.81,166.21,422.01,139.34,476.81,193.09,54.8,53.75,0.8456,4.5,1.8
6271,1035,209.033,car,286.59,115.5,303.06,115.5,270.11,98.94,303.06,132.05,32.94,33.11,0.7431,4.5,1.8
6271,1030,209.033,truck,171.6,65.07,192.93,65.07,150.27,42.81,192.93,87.33,42.66,44.53,0.6878,8.0,2.5
6272,1031,209.067,car,368.93,191.62,400.12,191.62,337.75,156.48,400.12,226.75,62.37,70.27,0.821,4.5,1.8
6272,1023,209.067,car,329.02,273.09,364.27,273.09,293.78,212.94,364.27,333.25,70.49,120.31,0.5993,4.5,1.8
6273,1036,209.1,bus,83.21,90.73,138.79,90.73,27.62,55.19,138.79,126.27,111.16,71.08,0.9081,12.0,2.5
6273,1024,209.1,car,265.27,202.03,292.65,202.03,237.88,168.26,292.65,235.81,54.77,67.55,0.6884,4.5,1.8
6274,1029,209.133,car,384.94,116.76,403.01,116.76,366.86,99.49,403.01,134.03,36.15,34.54,0.8276,4.5,1.8
6274,1034,209.133,car,180.21,100.56,198.79,100.56,161.62,84.67,198.79,116.45,37.17,31.78,0.6897,4.5,1.8
6275,1033,209.167,car,324.4,120.06,342.41,120.06,306.39,97.09,342.41,143.03,36.02,45.93,0.5159,4.5,1.8
6275,987,209.167,truck,441.71,71.89,455.4,71.89,428.03,59.71,455.4,84.07,27.36,24.37,0.4889,8.0,2.5
6276,1039,209.2,car,62.45,189.95,100.23,189.95,24.66,164.43,100.23,215.48,75.56,51.05,0.8966,4.5,1.8
6276,858,209.2,car,484.9,78.97,501.63,78.97,468.18,67.71,501.63,90.24,33.45,22.53,0.6607,4.5,1.8
6276,1038,209.2,truck,39.78,129.82,72.15,129.82,7.42,103.61,72.15,156.03,64.74,52.42,0.5385,8.0,2.5
6277,1015,209.233,car,454.05,173.03,482.95,173.03,425.14,144.58,482.95,201.49,57.8,56.91,0.8145,4.5,1.8
6277,1035,209.233,car,284.45,118.74,301.67,118.74,267.23,101.15,301.67,136.32,34.44,35.17,0.7452,4.5,1.8
6277,1030,209.233,truck,175.71,61.66,195.64,61.66,155.78,40.26,195.64,83.06,39.86,42.8,0.5962,8.0,2.5
6278,1031,209.267,car,371.12,201.03,403.5,201.03,338.75,163.51,403.5,238.56,64.75,75.05,0.8206,4.5,1.8
6278,1041,209.267,car,319.95,85.0,331.21,85.0,308.68,72.07,331.21,97.92,22.53,25.85,0.6744,4.5,1.8
6278,1023,209.267,truck,330.39,292.87,367.99,292.87,292.79,227.31,367.99,358.43,75.2,131.12,0.5095,8.0,2.5
6279,1036,209.3,bus,88.37,86.87,143.46,86.87,33.27,53.22,143.46,120.52,110.19,67.3,0.8006,12.0,2.5
6279,1024,209.3,car,258.53,217.35,287.58,217.35,229.48,179.95,287.58,254.75,58.1,74.8,0.7983,4.5,1.8
6279,1042,209.3,car,362.15,92.42,375.74,92.42,348.56,78.6,375.74,106.23,27.19,27.63,0.6092,4.5,1.8
6280,1029,209.333,car,387.53,120.21,406.25,120.21,368.82,101.81,406.25,138.61,37.43,36.8,0.8299,4.5,1.8
6280,1034,209.333,car,188.05,92.74,205.84,92.74,170.26,78.06,205.84,107.43,35.58,29.37,0.6372,4.5,1.8
6281,1033,209.367,car,323.24,124.67,341.99,124.67,304.49,100.32,341.99,149.02,37.5,48.69,0.6583,4.5,1.8
6281,987,209.367,truck,441.84,71.38,454.3,71.38,429.37,59.22,454.3,83.54,24.92,24.33,0.4441,8.0,2.5
6282,1039,209.4,car,86.26,169.38,120.18,169.38,52.35,146.03,120.18,192.74,67.83,46.71,0.8971,4.5,1.8
6282,858,209.4,car,483.23,78.18,499.84,78.18,466.63,66.8,499.84,89.55,33.21,22.75,0.6908,4.5,1.8
6282,1043,209.4,motorcycle,139.3,128.24,147.66,128.24,130.94,117.09,147.66,139.38,16.71,22.29,0.6564,2.0,0.8
6282,1038,209.4,truck,53.01,121.91,82.37,121.91,23.65,97.13,82.37,146.69,58.73,49.56,0.5137,8.0,2.5
6283,1015,209.433,car,460.06,184.28,491.87,184.28,428.25,153.52,491.87,215.04,63.61,61.52,0.8486,4.5,1.8
6283,1035,209.433,car,280.33,125.26,298.26,125.26,262.39,106.58,298.26,143.93,35.88,37.36,0.8141,4.5,1.8
6283,999,209.433,bus,77.38,83.48,147.15,83.48,7.6,51.23,147.15,115.72,139.55,64.49,0.8091,12.0,2.5
6283,1030,209.433,truck,177.33,58.03,198.02,58.03,156.63,37.66,198.02,78.41,41.39,40.75,0.6553,8.0,2.5
6284,1031,209.467,car,374.98,217.48,409.06,217.48,340.91,175.64,409.06,259.33,68.14,83.69,0.8159,4.5,1.8
6284,1041,209.467,car,317.65,87.58,329.35,87.58,305.95,73.8,329.35,101.36,23.41,27.56,0.705,4.5,1.8
6284,1023,209.467,truck,330.82,306.85,375.83,306.85,285.82,255.97,375.83,357.74,90.02,101.77,0.4815,8.0,2.5
6285,1024,209.5,car,247.61,242.58,281.3,242.58,213.91,199.17,281.3,285.98,67.39,86.81,0.8561,4.5,1.8
6285,1036,209.5,bus,98.84,82.35,148.81,82.35,48.88,49.17,148.81,115.52,99.92,66.35,0.8333,12.0,2.5
6285,1042,209.5,car,361.82,93.54,375.9,93.54,347.75,78.96,375.9,108.12,28.15,29.16,0.7065,4.5,1.8
6286,1029,209.533,car,389.3,123.72,408.76,123.72,369.85,104.66,408.76,142.79,38.91,38.13,0.8499,4.5,1.8
6287,1033,209.567,car,322.09,130.43,342.19,130.43,301.99,104.39,342.19,156.48,40.2,52.1,0.7925,4.5,1.8
6287,1044,209.567,bus,385.44,52.93,399.54,52.93,371.34,30.45,399.54,75.41,28.2,44.96,0.6615,12.0,2.5
6288,1039,209.6,car,103.26,154.68,133.5,154.68,73.03,133.43,133.5,175.93,60.48,42.5,0.8792,4.5,1.8
6288,858,209.6,car,482.32,77.81,498.88,77.81,465.76,66.44,498.88,89.19,33.12,22.75,0.7335,4.5,1.8
6288,1034,209.6,car,194.49,85.19,210.88,85.19,178.11,70.88,210.88,99.5,32.77,28.63,0.5414,4.5,1.8
6289,1015,209.633,car,466.24,195.74,500.32,195.74,432.16,161.67,500.32,229.8,68.16,68.13,0.8552,4.5,1.8
6289,1035,209.633,car,276.97,130.69,295.67,130.69,258.26,111.39,295.67,149.99,37.41,38.6,0.8271,4.5,1.8
6289,999,209.633,bus,51.65,77.82,96.45,77.82,6.85,51.85,96.45,103.78,89.59,51.94,0.8176,12.0,2.5
6289,1030,209.633,truck,182.5,55.18,200.44,55.18,164.56,35.14,200.44,75.23,35.88,40.09,0.5862,8.0,2.5
6290,1031,209.667,car,377.79,232.61,415.74,232.61,339.84,186.4,415.74,278.81,75.9,92.41,0.8466,4.5,1.8
6290,1023,209.667,car,331.5,323.13,372.3,323.13,290.7,286.77,372.3,359.48,81.6,72.7,0.8197,4.5,1.8
6290,1041,209.667,car,315.47,90.03,327.59,90.03,303.36,74.56,327.59,105.51,24.23,30.95,0.7577,4.5,1.8
6291,1036,209.7,bus,104.89,78.62,152.91,78.62,56.86,47.63,152.91,109.61,96.05,61.98,0.8661,12.0,2.5
6291,1024,209.7,car,236.57,270.39,274.45,270.39,198.7,219.36,274.45,321.42,75.75,102.07,0.8153,4.5,1.8
6291,1042,209.7,car,361.74,95.14,376.43,95.14,347.06,79.73,376.43,110.56,29.38,30.84,0.8069,4.5,1.8
6291,1045,209.7,car,305.93,72.74,317.42,72.74,294.44,62.5,317.42,82.98,22.98,20.48,0.6137,4.5,1.8
6292,1029,209.733,car,391.87,127.14,411.74,127.14,372.0,107.84,411.74,146.45,39.74,38.61,0.8235,4.5,1.8
6292,1043,209.733,motorcycle,155.43,109.72,162.65,109.72,148.22,97.21,162.65,122.24,14.43,25.02,0.5294,2.0,0.8
6293,1033,209.767,car,321.9,134.83,342.39,134.83,301.41,107.1,342.39,162.56,40.97,55.46,0.7816,4.5,1.8
6293,1044,209.767,bus,385.28,52.89,399.73,52.89,370.84,30.16,399.73,75.62,28.89,45.46,0.6096,12.0,2.5
6294,1039,209.8,car,116.19,142.71,143.45,142.71,88.93,123.73,143.45,161.7,54.51,37.98,0.8816,4.5,1.8
6294,858,209.8,car,481.58,77.55,498.1,77.55,465.06,66.24,498.1,88.85,33.04,22.6,0.7965,4.5,1.8
6294,1034,209.8,car,198.73,79.2,214.48,79.2,182.98,64.27,214.48,94.14,31.5,29.87,0.5285,4.5,1.8
6295,999,209.833,bus,50.83,78.02,95.59,78.02,6.07,50.69,95.59,105.35,89.52,54.67,0.85,12.0,2.5
6295,1035,209.833,car,273.0,136.83,293.03,136.83,252.97,115.58,293.03,158.08,40.06,42.5,0.8215,4.5,1.8
6295,1015,209.833,car,472.83,206.7,508.27,206.7,437.39,169.78,508.27,243.62,70.87,73.83,0.7755,4.5,1.8
6295,1030,209.833,truck,183.77,53.39,202.28,53.39,165.26,33.95,202.28,72.83,37.01,38.88,0.4639,8.0,2.5
6296,1031,209.867,car,382.74,248.82,422.91,248.82,342.57,198.07,422.91,299.57,80.34,101.49,0.8431,4.5,1.8
6296,1023,209.867,car,331.02,340.54,371.76,340.54,290.27,321.31,371.76,359.78,81.49,38.47,0.7796,4.5,1.8
6296,1041,209.867,car,314.04,91.27,326.94,91.27,301.13,75.36,326.94,107.18,25.81,31.82,0.7553,4.5,1.8
6296,1046,209.867,motorcycle,363.06,161.55,373.61,161.55,352.52,148.53,373.61,174.58,21.1,26.05,0.6168,2.0,0.8
6296,1038,209.867,truck,73.31,107.77,99.34,107.77,47.29,85.51,99.34,130.04,52.05,44.54,0.5513,8.0,2.5
6297,1024,209.9,car,224.56,299.69,267.97,299.69,181.15,241.37,267.97,358.01,86.82,116.64,0.7606,4.5,1.8
6297,1042,209.9,car,361.52,96.71,376.72,96.71,346.33,80.85,376.72,112.56,30.39,31.72,0.7585,4.5,1.8
6297,1036,209.9,bus,110.04,76.2,156.04,76.2,64.04,45.92,156.04,106.49,92.0,60.57,0.7441,12.0,2.5
6297,1045,209.9,car,304.88,73.89,315.87,73.89,293.88,63.27,315.87,84.5,22.0,21.22,0.5218,4.5,1.8
6298,1029,209.933,car,393.8,130.53,414.81,130.53,372.8,110.48,414.81,150.59,42.0,40.12,0.8374,4.5,1.8
6298,1043,209.933,motorcycle,161.78,106.01,168.53,106.01,155.03,96.73,168.53,115.29,13.5,18.56,0.5199,2.0,0.8
6299,1033,209.967,truck,320.8,143.09,343.0,143.09,298.61,112.57,343.0,173.62,44.39,61.04,0.637,8.0,2.5
6300,1039,210.0,car,131.34,130.03,155.9,130.03,106.77,113.29,155.9,146.77,49.13,33.49,0.8498,4.5,1.8
6300,858,210.0,car,480.91,77.08,497.55,77.08,464.27,65.84,497.55,88.32,33.28,22.47,0.7958,4.5,1.8
6301,1015,210.033,car,481.91,221.47,521.11,221.47,442.72,181.95,521.11,260.98,78.39,79.03,0.869,4.5,1.8
6301,999,210.033,bus,49.11,76.02,93.89,76.02,4.32,50.38,93.89,101.65,89.57,51.26,0.8008,12.0,2.5
6301,1035,210.033,car,268.22,145.61,289.83,145.61,246.61,122.44,289.83,168.77,43.22,46.33,0.782,4.5,1.8
6301,1047,210.033,car,321.09,145.67,343.1,145.67,299.08,115.11,343.1,176.22,44.02,61.12,0.6749,4.5,1.8
6301,1030,210.033,truck,188.35,50.31,204.55,50.31,172.16,31.07,204.55,69.56,32.39,38.48,0.5481,8.0,2.5
6302,1031,210.067,car,388.67,275.36,434.51,275.36,342.83,216.45,434.51,334.27,91.67,117.82,0.8759,4.5,1.8
6302,1041,210.067,car,310.84,95.12,324.34,95.12,297.33,78.61,324.34,111.63,27.01,33.02,0.6609,4.5,1.8
6302,1038,210.067,truck,83.09,101.68,107.31,101.68,58.87,80.09,107.31,123.27,48.44,43.18,0.5608,8.0,2.5
6302,1046,210.067,motorcycle,364.04,178.59,375.56,178.59,352.51,166.57,375.56,190.6,23.04,24.03,0.4785,2.0,0.8
6303,1036,210.1,bus,118.42,72.42,160.36,72.42,76.48,44.58,160.36,100.25,83.88,55.67,0.8856,12.0,2.5
6303,1024,210.1,car,212.61,320.14,257.44,320.14,167.78,281.04,257.44,359.25,89.65,78.21,0.7757,4.5,1.8
6303,1042,210.1,car,361.41,101.47,376.91,101.47,345.91,86.81,376.91,116.13,31.01,29.32,0.7081,4.5,1.8
6304,1029,210.133,car,397.86,136.56,419.58,136.56,376.14,115.43,419.58,157.69,43.44,42.26,0.8833,4.5,1.8
6304,1043,210.133,motorcycle,170.75,94.97,177.19,94.97,164.31,83.16,177.19,106.77,12.89,23.62,0.4766,2.0,0.8
6305,1033,210.167,car,320.99,150.91,343.49,150.91,298.49,120.19,343.49,181.63,45.0,61.43,0.538,4.5,1.8
6306,1039,210.2,car,142.88,120.57,165.68,120.57,120.07,105.01,165.68,136.13,45.61,31.12,0.8773,4.5,1.8
